Date,I
01/01/2011,1.8599999999999999
02/01/2011,1.68
03/01/2011,0.37
04/01/2011,0.9500000000000001
05/01/2011,0.54
06/01/2011,0.65
07/01/2011,2.2199999999999998
08/01/2011,1.4300000000000002
09/01/2011,0.92
10/01/2011,0.74
11/01/2011,0.9600000000000001
12/01/2011,0.9500000000000001
13/01/2011,0.32
14/01/2011,0.35
15/01/2011,0.9400000000000001
16/01/2011,0.38
17/01/2011,0.12
18/01/2011,0.45999999999999996
19/01/2011,0.46
20/01/2011,0.13
21/01/2011,0.51
22/01/2011,0.37
23/01/2011,0.39
24/01/2011,0.6799999999999999
25/01/2011,0.6599999999999999
26/01/2011,0.7100000000000001
27/01/2011,0.7899999999999999
28/01/2011,0.22
29/01/2011,0.61
30/01/2011,0.21
31/01/2011,0.07
01/02/2011,0.2
02/02/2011,0.76
03/02/2011,0.24
04/02/2011,0.41000000000000003
05/02/2011,0.77
06/02/2011,0.29
07/02/2011,0.37
08/02/2011,1.03
09/02/2011,1.05
10/02/2011,0.42000000000000004
11/02/2011,1.16
12/02/2011,1.17
13/02/2011,0.62
14/02/2011,1.3
15/02/2011,0.75
16/02/2011,0.74
17/02/2011,0.39
18/02/2011,2.11
19/02/2011,0.98
20/02/2011,1.01
21/02/2011,0.59
22/02/2011,1.1
23/02/2011,0.69
24/02/2011,1.22
25/02/2011,3.5
26/02/2011,1.4300000000000002
27/02/2011,7.57
28/02/2011,7.69
