Date,I
01/01/2018,0.23
02/01/2018,1.59
03/01/2018,0.98
04/01/2018,0.11
05/01/2018,1.38
06/01/2018,2.76
07/01/2018,0.42000000000000004
08/01/2018,0.77
09/01/2018,0.44999999999999996
10/01/2018,0.17
11/01/2018,1.11
12/01/2018,0.19
13/01/2018,1.43
14/01/2018,0.55
15/01/2018,1.25
16/01/2018,1.45
17/01/2018,0.85
18/01/2018,1.1800000000000002
19/01/2018,1.32
20/01/2018,0.88
21/01/2018,1.97
22/01/2018,0.91
23/01/2018,0.92
24/01/2018,0.8200000000000001
25/01/2018,0.3
26/01/2018,1.0
27/01/2018,0.8800000000000001
28/01/2018,0.35
29/01/2018,1.5299999999999998
30/01/2018,0.97
31/01/2018,0.13
01/02/2018,1.54
02/02/2018,0.13
03/02/2018,0.42
04/02/2018,0.59
05/02/2018,1.03
06/02/2018,0.18
07/02/2018,0.6599999999999999
08/02/2018,0.49
09/02/2018,0.73
10/02/2018,0.51
11/02/2018,1.35
12/02/2018,0.0
13/02/2018,1.84
14/02/2018,0.53
15/02/2018,3.45
16/02/2018,0.0
17/02/2018,0.9299999999999999
18/02/2018,0.6
19/02/2018,0.0
20/02/2018,0.95
21/02/2018,0.63
22/02/2018,1.01
23/02/2018,0.09
24/02/2018,1.08
25/02/2018,0.55
26/02/2018,1.26
27/02/2018,0.62
28/02/2018,5.18
