Date,demand
01/01/2012,10.243
02/01/2012,10.243
03/01/2012,10.243
04/01/2012,10.243
05/01/2012,10.243
06/01/2012,10.243
07/01/2012,10.243
08/01/2012,10.243
09/01/2012,10.243
10/01/2012,10.243
11/01/2012,10.243
12/01/2012,10.243
13/01/2012,10.243
14/01/2012,10.243
15/01/2012,10.243
16/01/2012,10.243
17/01/2012,10.243
18/01/2012,10.243
19/01/2012,10.243
20/01/2012,10.243
21/01/2012,10.243
22/01/2012,10.243
23/01/2012,10.243
24/01/2012,10.243
25/01/2012,10.243
26/01/2012,10.243
27/01/2012,10.243
28/01/2012,10.243
29/01/2012,10.243
30/01/2012,10.243
31/01/2012,10.243
01/02/2012,10.243
02/02/2012,10.243
03/02/2012,10.243
04/02/2012,10.243
05/02/2012,10.243
06/02/2012,10.243
07/02/2012,10.243
08/02/2012,10.243
09/02/2012,10.243
10/02/2012,10.243
11/02/2012,10.243
12/02/2012,10.243
13/02/2012,10.243
14/02/2012,10.243
15/02/2012,10.243
16/02/2012,10.243
17/02/2012,10.243
18/02/2012,10.243
19/02/2012,10.243
20/02/2012,10.243
21/02/2012,10.243
22/02/2012,10.243
23/02/2012,10.243
24/02/2012,10.243
25/02/2012,10.243
26/02/2012,10.243
27/02/2012,10.243
28/02/2012,10.243
29/02/2012,10.243
01/03/2012,10.278
02/03/2012,10.278
03/03/2012,10.278
04/03/2012,10.278
05/03/2012,10.278
06/03/2012,10.278
07/03/2012,10.278
08/03/2012,10.278
09/03/2012,10.278
10/03/2012,10.278
11/03/2012,10.278
12/03/2012,10.278
13/03/2012,10.278
14/03/2012,10.278
15/03/2012,10.278
16/03/2012,10.278
17/03/2012,10.278
18/03/2012,10.278
19/03/2012,10.278
20/03/2012,10.278
21/03/2012,10.278
22/03/2012,10.278
23/03/2012,10.278
24/03/2012,10.278
25/03/2012,10.278
26/03/2012,10.278
27/03/2012,10.278
28/03/2012,10.278
29/03/2012,10.278
30/03/2012,10.278
31/03/2012,10.278
01/04/2012,11.116
02/04/2012,11.116
03/04/2012,11.116
04/04/2012,11.116
05/04/2012,11.116
06/04/2012,11.116
07/04/2012,11.116
08/04/2012,11.116
09/04/2012,11.116
10/04/2012,11.116
11/04/2012,11.116
12/04/2012,11.116
13/04/2012,11.116
14/04/2012,11.116
15/04/2012,11.116
16/04/2012,11.116
17/04/2012,11.116
18/04/2012,11.116
19/04/2012,11.116
20/04/2012,11.116
21/04/2012,11.116
22/04/2012,11.116
23/04/2012,11.116
24/04/2012,11.116
25/04/2012,11.116
26/04/2012,11.116
27/04/2012,11.116
28/04/2012,11.116
29/04/2012,11.116
30/04/2012,11.116
