Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
03/11/2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/11/2014,91.26687010749603,86.14442645306816,66.19875513272524,65.55324678549587,42.0242846193072,86.56225216673852,80.2144123198437,143.095232799773,39.314895480139526,66.46561655963488,63.64672581430175,72.21021536567923,61.09202807757025,74.35191217566384,94.11617189371776,57.748497939283716,124.50429637576596,188.48676795790033,63.573905088107416,101.61967539317817,68.34323430979266,73.68887621615374,54.74577366554762,93.67004610702779,56.24848629617787
17/11/2014,199.3422988279274,203.02059657204558,134.92096181873106,127.05161968044445,160.9886755684017,267.7257561093001,219.5501179511016,247.7723793755661,63.041339769604576,90.23182660069385,157.4610621086852,190.65948939630854,200.9617717639324,199.47821505778646,226.5254830669171,170.06027194279244,240.5953862144633,290.3832122756,128.7415848218685,181.55266068506805,106.90519849936479,155.23920549703146,175.62031162068672,173.56127417911262,159.91810182976695
24/11/2014,268.3586336993838,315.79873248689125,188.2175995039053,161.05414120250825,354.03488276029464,347.52240251599864,331.9628339636473,381.23983745151384,80.57769093741376,122.43537792199008,204.15911451906095,303.04461443045534,256.948375243944,328.6562852353776,313.0644303573283,299.7898521516265,312.4856686607814,322.1636333991492,182.2371619294575,213.66648928071422,174.2902905259675,266.3541928093126,244.23590505526747,242.46904281643572,260.2103606093827
01/12/2014,294.72475003621014,454.59274490633993,222.24750837457995,179.66554416106123,468.8367538549477,382.46905371089304,466.8557840038645,567.9970698447036,191.57039037320862,154.02720930060408,233.3658474688008,356.1326535422291,298.39639037313896,427.0652788996816,446.73366188446505,379.31767969881304,407.77156995073625,429.6880181010464,291.7701578225074,261.61468103121297,253.85178704060132,358.96528871566125,323.8810813889931,412.132740579109,350.798202265365
08/12/2014,335.9936825304637,563.0289420356373,245.67529671463598,231.44582079405097,591.0347041493227,400.2557635972421,510.8262416370326,693.3468640296219,350.76455070275915,186.10862121008208,262.6460828777248,397.30910364006917,362.55462621441524,561.3648152191157,545.0059462545194,452.6375756638985,585.2868905964465,544.6551474715137,381.21009662527894,412.22139440803323,303.76970656356946,518.6134023673026,499.0757997902338,535.7666889844195,418.2358701786378
15/12/2014,445.1948365314182,626.2117075684973,294.30348697393606,393.7760852229689,689.4855958667418,418.78619170408393,572.7324539098768,755.1363824285215,488.2258875960579,272.9194408186865,373.31099562832645,502.92634568601864,402.6881257787347,739.9314322594196,646.4262093100871,521.3393527329524,666.4305331399673,613.6270538271056,464.97724909239156,525.3633035632563,406.9130416415006,653.34634690905,691.0596976800261,702.3298618231016,459.86334068851767
22/12/2014,537.8424863522021,666.7177388786863,361.779099961838,478.9612904179921,781.5103929466677,434.7951308160059,640.2997363360487,871.7184448990458,702.8154528310238,373.36575888731613,495.211613750272,615.4721038325612,422.5189804156067,912.0438214294172,734.4751539800665,663.6479270453375,749.7957258163842,687.4664893024128,507.31974192765256,583.9917428436183,474.3952862803495,719.5150004570904,790.3517496124617,951.0518283144038,549.9220091256466
29/12/2014,603.018402191116,690.6938892668884,441.6012642454789,534.0276903154034,868.7819443801101,493.6411512257314,677.0268873662643,1040.9998973980453,853.4286062167344,430.09743814034465,608.4391637675429,797.5709951828902,518.4773156406386,1040.1402192819676,810.7302315796389,788.6575051958196,874.7348609040585,750.5972310820301,556.2429971070632,641.5795737521565,531.504305885048,808.6217636068773,900.0417601456281,1099.1006230092355,675.142294425163
05/01/2015,668.2674736053223,773.0919933766781,536.762483742325,676.1403897777403,901.1989128418419,611.7400296561988,731.6290088707437,1126.1306620214775,943.2758897708243,481.2926792540668,791.2120680888806,987.3316172282573,673.6386025960346,1124.2156257818735,893.0021989109671,838.6440185425166,983.9057021847361,949.4949700522257,635.6604229680628,737.9271933428101,575.9807422828324,1013.7712256217612,976.2544587989023,1189.9431108905264,886.2015181117297
