Date,I
01/10/2015,2.5500096
02/10/2015,1.605312
03/10/2015,3.9807936
04/10/2015,11.7928224
05/10/2015,4.262976
06/10/2015,1.226016
07/10/2015,5.5073952
08/10/2015,16.2023328
09/10/2015,8.5271616
10/10/2015,2.5843968
11/10/2015,7.6398336
12/10/2015,6.428332800000001
13/10/2015,3.0055968
14/10/2015,5.87088
15/10/2015,2.801952
16/10/2015,3.3876576
17/10/2015,3.1869503999999997
18/10/2015,2.6082432
19/10/2015,1.6473888
20/10/2015,2.8851552
21/10/2015,4.2800832
22/10/2015,9.9058464
23/10/2015,5.5669248
24/10/2015,4.4935776
25/10/2015,3.7727424000000003
26/10/2015,2.7012096
27/10/2015,4.1179968
28/10/2015,2.6289792
29/10/2015,3.0863807999999997
30/10/2015,2.3141376
31/10/2015,2.3874912
01/11/2015,1.20528
02/11/2015,1.6311456
03/11/2015,0.7538400000000001
04/11/2015,10.4802336
05/11/2015,5.5780704
06/11/2015,1.6336511999999999
07/11/2015,2.331072
08/11/2015,47.5011648
09/11/2015,8.06544
10/11/2015,3.4003584
11/11/2015,7.8660288
12/11/2015,7.0905888
13/11/2015,6.9682464
14/11/2015,7.379424
15/11/2015,13.7019168
16/11/2015,16.003008
17/11/2015,12.8938176
18/11/2015,13.3668576
19/11/2015,11.7155808
20/11/2015,12.615436800000001
21/11/2015,11.5280928
22/11/2015,10.5630048
23/11/2015,9.0285408
24/11/2015,8.6979744
25/11/2015,10.1915712
26/11/2015,10.618991999999999
27/11/2015,9.170323199999999
28/11/2015,10.451116800000001
29/11/2015,8.3676672
30/11/2015,7.5001248
