Date,I
01/06/2012,4.0
02/06/2012,3.75
03/06/2012,3.5
04/06/2012,4.12
05/06/2012,2.67
06/06/2012,2.3
07/06/2012,3.84
08/06/2012,3.48
09/06/2012,3.75
10/06/2012,3.7699999999999996
11/06/2012,3.3499999999999996
12/06/2012,4.99
13/06/2012,5.08
14/06/2012,3.1799999999999997
15/06/2012,2.85
16/06/2012,2.9499999999999997
17/06/2012,2.55
18/06/2012,2.94
19/06/2012,2.1
20/06/2012,2.17
21/06/2012,1.3499999999999999
22/06/2012,1.89
23/06/2012,1.35
24/06/2012,2.43
25/06/2012,1.77
26/06/2012,1.58
27/06/2012,1.68
28/06/2012,1.71
29/06/2012,1.75
30/06/2012,10.46
01/07/2012,13.739999999999998
02/07/2012,9.05
03/07/2012,7.63
04/07/2012,6.4399999999999995
05/07/2012,7.2
06/07/2012,210.5
07/07/2012,312.11
08/07/2012,96.17999999999999
09/07/2012,41.65
10/07/2012,28.33
11/07/2012,24.1
12/07/2012,22.659999999999997
13/07/2012,24.85
14/07/2012,35.77
15/07/2012,138.84
16/07/2012,222.59
17/07/2012,87.92
18/07/2012,55.800000000000004
19/07/2012,91.34
20/07/2012,100.77
21/07/2012,61.43000000000001
22/07/2012,46.0
23/07/2012,33.1
24/07/2012,27.75
25/07/2012,21.04
26/07/2012,16.46
27/07/2012,16.04
28/07/2012,13.4
29/07/2012,11.94
30/07/2012,9.530000000000001
31/07/2012,9.69
01/08/2012,8.89
02/08/2012,7.4399999999999995
03/08/2012,7.03
04/08/2012,5.930000000000001
05/08/2012,5.19
06/08/2012,5.2
07/08/2012,4.13
08/08/2012,4.12
09/08/2012,2.7300000000000004
10/08/2012,1.82
11/08/2012,1.9300000000000002
12/08/2012,6.93
13/08/2012,16.47
14/08/2012,10.940000000000001
15/08/2012,30.08
16/08/2012,77.23
17/08/2012,74.19
18/08/2012,48.14
19/08/2012,31.93
20/08/2012,29.44
21/08/2012,84.84
22/08/2012,108.5
23/08/2012,168.18
24/08/2012,124.41999999999999
25/08/2012,73.65
26/08/2012,48.64
27/08/2012,34.79
28/08/2012,35.8
29/08/2012,42.45
30/08/2012,136.78
31/08/2012,237.78
01/09/2012,116.93
02/09/2012,67.83
03/09/2012,43.52
04/09/2012,37.66
05/09/2012,64.98
06/09/2012,56.67
07/09/2012,41.95
08/09/2012,71.52
09/09/2012,74.69
10/09/2012,51.099999999999994
11/09/2012,40.019999999999996
12/09/2012,29.040000000000003
13/09/2012,26.130000000000003
14/09/2012,20.81
15/09/2012,22.19
16/09/2012,21.689999999999998
17/09/2012,134.9
18/09/2012,224.04000000000002
19/09/2012,94.05
20/09/2012,55.519999999999996
21/09/2012,40.41
22/09/2012,30.41
23/09/2012,27.009999999999998
24/09/2012,20.119999999999997
25/09/2012,16.19
26/09/2012,15.510000000000002
27/09/2012,11.81
28/09/2012,15.49
29/09/2012,10.51
30/09/2012,11.719999999999999
01/10/2012,10.850000000000001
02/10/2012,7.15
03/10/2012,10.33
04/10/2012,6.3100000000000005
05/10/2012,6.97
06/10/2012,8.86
07/10/2012,5.53
08/10/2012,6.04
09/10/2012,6.109999999999999
10/10/2012,7.2700000000000005
11/10/2012,4.83
12/10/2012,5.46
13/10/2012,6.11
14/10/2012,3.8899999999999997
15/10/2012,4.75
16/10/2012,2.5300000000000002
17/10/2012,4.79
18/10/2012,5.640000000000001
19/10/2012,3.5300000000000002
20/10/2012,4.37
21/10/2012,3.8499999999999996
22/10/2012,9.04
23/10/2012,10.6
24/10/2012,7.97
25/10/2012,8.030000000000001
26/10/2012,5.57
27/10/2012,7.710000000000001
28/10/2012,9.59
29/10/2012,10.45
30/10/2012,8.59
31/10/2012,7.16
01/11/2012,6.22
02/11/2012,5.05
03/11/2012,5.39
04/11/2012,6.52
05/11/2012,4.59
06/11/2012,6.71
07/11/2012,5.93
08/11/2012,5.17
09/11/2012,5.4399999999999995
10/11/2012,5.82
11/11/2012,11.100000000000001
12/11/2012,14.2
13/11/2012,16.23
14/11/2012,15.669999999999998
15/11/2012,12.76
16/11/2012,12.52
17/11/2012,10.34
18/11/2012,8.36
19/11/2012,9.8
20/11/2012,10.32
21/11/2012,6.77
22/11/2012,9.01
23/11/2012,6.82
24/11/2012,5.77
25/11/2012,7.68
26/11/2012,4.98
27/11/2012,5.5
28/11/2012,6.08
29/11/2012,6.0600000000000005
30/11/2012,4.51
