Date,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
01/06/2016,2.365,2.365,2.828,2.811,2.3369999999999997,2.375,2.346,2.636,2.657,2.379,2.63,9.452,2.348,2.348,2.3680000000000003,2.365,2.393,2.3440000000000003,2.3470000000000004,2.373,2.367,3.614,6.6080000000000005,2.353,2.549,2.362,2.345,3.303,2.358,2.357,2.3520000000000003,11.94,2.371,3.614,2.364,2.376,2.35,2.348,2.349,2.357,2.356,2.378,2.357,2.3449999999999998,2.361
02/06/2016,2.085,2.0839999999999996,3.029,3.341,2.072,2.133,2.067,2.537,2.701,2.134,2.412,15.335999999999999,2.077,2.072,2.465,2.09,2.18,2.051,2.057,2.09,2.107,15.185,10.985,2.0709999999999997,2.303,2.096,2.056,24.839,2.074,3.161,2.085,15.978,5.651,6.036,2.101,2.135,2.066,2.057,2.061,4.157,2.066,2.0949999999999998,2.26,27.433,2.0780000000000003
03/06/2016,2.0300000000000002,2.0549999999999997,2.928,3.518,1.8969999999999998,4.301,1.8809999999999998,2.3,4.038,2.0,2.125,15.216,2.038,1.912,2.319,1.9049999999999998,1.98,1.871,1.9529999999999998,1.902,1.9089999999999998,23.611,16.644,1.883,2.0549999999999997,1.924,1.884,37.808,1.89,6.711,1.9089999999999998,13.084999999999999,9.242999999999999,6.5969999999999995,1.903,1.9129999999999998,1.88,1.879,1.873,4.981,1.8809999999999998,1.902,2.206,80.767,1.887
04/06/2016,2.2520000000000002,2.183,2.6239999999999997,3.348,1.749,5.522,1.7189999999999999,2.387,4.269,1.94,1.867,11.961,1.912,1.794,2.106,1.754,1.812,1.708,1.886,1.763,1.994,20.094,20.587,5.554,1.8250000000000002,1.795,4.058,30.215,1.751,7.878,1.7650000000000001,11.011,9.972,5.975,1.756,1.762,1.73,1.726,1.713,4.823,1.73,1.756,2.31,66.545,1.73
05/06/2016,3.275,2.049,2.233,3.209,1.6349999999999998,5.453,1.558,2.2809999999999997,3.989,2.186,1.6760000000000002,9.355,2.411,1.681,1.889,1.604,1.662,1.556,1.728,1.616,2.075,14.919999999999998,18.307,15.488,1.671,1.656,4.46,23.67,1.6059999999999999,7.771000000000001,1.616,12.019,10.983,5.016,1.605,1.625,1.585,1.5710000000000002,1.5590000000000002,4.063000000000001,1.625,1.6179999999999999,4.49,21.864,1.579
06/06/2016,3.513,1.7930000000000001,1.891,3.097,1.522,4.673,1.417,2.285,3.793,2.0220000000000002,1.5299999999999998,7.541,2.513,4.268,1.6909999999999998,1.462,1.513,1.399,22.607999999999997,1.47,1.986,14.123999999999999,14.326,19.792,1.528,1.5110000000000001,4.183,17.805999999999997,1.4609999999999999,6.919,1.47,12.084,10.716,4.159,1.4569999999999999,1.486,1.439,1.433,1.415,3.29,1.472,1.479,5.086,14.722999999999999,1.448
07/06/2016,3.2590000000000003,1.565,1.608,2.7929999999999997,1.3929999999999998,3.745,1.309,2.491,3.45,1.998,2.9109999999999996,6.143000000000001,2.327,11.333,1.561,1.315,1.367,1.246,40.730000000000004,1.353,1.778,83.262,12.117,15.357,1.3860000000000001,1.365,3.779,13.975000000000001,1.319,5.8309999999999995,1.345,9.899000000000001,9.172,3.404,1.319,1.342,1.2879999999999998,1.305,1.287,2.635,1.3479999999999999,1.3479999999999999,4.635,11.76,1.322
08/06/2016,2.967,1.634,1.426,2.385,2.138,2.822,1.182,2.246,3.001,3.292,9.393,4.877000000000001,1.9769999999999999,18.988,2.865,1.174,1.561,1.099,27.881,1.2389999999999999,1.541,119.91499999999999,11.064,22.851,5.585,1.221,3.3600000000000003,11.867,1.187,4.775,1.2269999999999999,7.872,7.656000000000001,2.634,1.202,1.205,1.149,1.171,1.35,2.035,6.175,2.074,4.192,9.533,1.185
09/06/2016,2.81,1.879,7.681000000000001,1.9669999999999999,4.324,2.137,1.039,1.857,2.61,5.061,15.338000000000001,3.7769999999999997,7.389,20.153,3.063,1.1300000000000001,1.483,1.02,21.878,1.127,1.357,40.22,9.457,32.141,8.5,3.761,4.747,10.147,1.056,3.75,1.108,6.523,6.386,2.104,1.592,1.779,1.039,1.051,1.192,1.709,8.414,2.065,3.615,9.705,1.043
10/06/2016,2.561,1.915,15.992999999999999,1.6349999999999998,5.247,2.271,0.984,1.51,3.678,5.853,15.304,3.107,15.531,21.087,2.799,1.421,1.282,0.9650000000000001,17.387,1.053,1.233,26.137,7.843,29.888,8.94,4.405,7.662999999999999,8.542,1.0090000000000001,2.9779999999999998,1.39,5.3870000000000005,5.147,1.867,2.219,1.865,5.141,1.002,1.051,4.221,10.420000000000002,1.601,2.8339999999999996,14.099,0.988
