Date,I
01/01/2013,1.475712
02/01/2013,1.475712
03/01/2013,1.475712
04/01/2013,1.475712
05/01/2013,1.475712
06/01/2013,1.475712
07/01/2013,1.475712
08/01/2013,1.475712
09/01/2013,1.475712
10/01/2013,1.475712
11/01/2013,1.475712
12/01/2013,1.475712
13/01/2013,1.475712
14/01/2013,1.475712
15/01/2013,1.475712
16/01/2013,1.475712
17/01/2013,1.475712
18/01/2013,1.475712
19/01/2013,1.475712
20/01/2013,1.475712
21/01/2013,1.475712
22/01/2013,1.475712
23/01/2013,1.475712
24/01/2013,1.475712
25/01/2013,1.475712
26/01/2013,1.475712
27/01/2013,1.475712
28/01/2013,1.475712
29/01/2013,1.475712
30/01/2013,1.475712
31/01/2013,1.475712
01/02/2013,1.35216
02/02/2013,1.35216
03/02/2013,1.35216
04/02/2013,1.35216
05/02/2013,1.35216
06/02/2013,1.35216
07/02/2013,1.35216
08/02/2013,1.35216
09/02/2013,1.35216
10/02/2013,1.35216
11/02/2013,1.35216
12/02/2013,1.35216
13/02/2013,1.35216
14/02/2013,1.35216
15/02/2013,1.35216
16/02/2013,1.35216
17/02/2013,1.35216
18/02/2013,1.35216
19/02/2013,1.35216
20/02/2013,1.35216
21/02/2013,1.35216
22/02/2013,1.35216
23/02/2013,1.35216
24/02/2013,1.35216
25/02/2013,1.35216
26/02/2013,1.35216
27/02/2013,1.35216
28/02/2013,1.35216
01/03/2013,4.493664
02/03/2013,4.493664
03/03/2013,4.493664
04/03/2013,4.493664
05/03/2013,4.493664
06/03/2013,4.493664
07/03/2013,4.493664
08/03/2013,4.493664
09/03/2013,4.493664
10/03/2013,4.493664
11/03/2013,4.493664
12/03/2013,4.493664
13/03/2013,4.493664
14/03/2013,4.493664
15/03/2013,4.493664
16/03/2013,4.493664
17/03/2013,4.493664
18/03/2013,4.493664
19/03/2013,4.493664
20/03/2013,4.493664
21/03/2013,4.493664
22/03/2013,4.493664
23/03/2013,4.493664
24/03/2013,4.493664
25/03/2013,4.493664
26/03/2013,4.493664
27/03/2013,4.493664
28/03/2013,4.493664
29/03/2013,4.493664
30/03/2013,4.493664
31/03/2013,4.493664
01/04/2013,9.781344
02/04/2013,9.781344
03/04/2013,9.781344
04/04/2013,9.781344
05/04/2013,9.781344
06/04/2013,9.781344
07/04/2013,9.781344
08/04/2013,9.781344
09/04/2013,9.781344
10/04/2013,9.781344
11/04/2013,9.781344
12/04/2013,9.781344
13/04/2013,9.781344
14/04/2013,9.781344
15/04/2013,9.781344
16/04/2013,9.781344
17/04/2013,9.781344
18/04/2013,9.781344
19/04/2013,9.781344
20/04/2013,9.781344
21/04/2013,9.781344
22/04/2013,9.781344
23/04/2013,9.781344
24/04/2013,9.781344
25/04/2013,9.781344
26/04/2013,9.781344
27/04/2013,9.781344
28/04/2013,9.781344
29/04/2013,9.781344
30/04/2013,9.781344
