Date,I
01/10/2018,7.6
02/10/2018,7.609999999999999
03/10/2018,7.609999999999999
04/10/2018,6.58
05/10/2018,13.58
06/10/2018,68.75
07/10/2018,116.10000000000001
08/10/2018,54.37
09/10/2018,33.97
10/10/2018,25.13
11/10/2018,20.09
12/10/2018,17.009999999999998
13/10/2018,13.92
14/10/2018,11.690000000000001
15/10/2018,10.84
16/10/2018,10.850000000000001
17/10/2018,8.05
18/10/2018,10.29
19/10/2018,14.51
20/10/2018,11.420000000000002
21/10/2018,11.149999999999999
22/10/2018,9.2
23/10/2018,9.2
24/10/2018,7.540000000000001
25/10/2018,6.99
26/10/2018,8.39
27/10/2018,7.27
28/10/2018,8.98
29/10/2018,8.41
30/10/2018,7.300000000000001
31/10/2018,5.91
01/11/2018,7.629999999999999
02/11/2018,6.800000000000001
03/11/2018,7.07
04/11/2018,5.42
05/11/2018,5.42
06/11/2018,5.42
07/11/2018,6.6000000000000005
08/11/2018,13.27
09/11/2018,43.94
10/11/2018,49.69
11/11/2018,33.37
12/11/2018,25.330000000000002
13/11/2018,18.88
14/11/2018,15.31
15/11/2018,15.629999999999999
16/11/2018,12.81
17/11/2018,12.53
18/11/2018,9.69
19/11/2018,10.27
20/11/2018,8.3
21/11/2018,8.3
22/11/2018,8.02
23/11/2018,8.32
24/11/2018,7.460000000000001
25/11/2018,7.18
26/11/2018,6.91
27/11/2018,6.0600000000000005
28/11/2018,7.56
29/11/2018,5.49
30/11/2018,5.859999999999999
