Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
01/07/1998,13.674100910151992,14.045010017203083,14.088572464558581,14.363071732189837,13.190236611079797,12.19304751167897,13.876414968543486,12.804667065014883,13.88730558038236,13.648061177998898,13.580483535306257,14.049408148907219,12.518020576486492,14.281811013084337,13.237708508839091,13.89296032114487,13.171596910047924,14.376335938916668,13.701397251363574,13.582089202436407,13.051032252062384,13.082238043677648,13.86943380710835,13.68541039167701,14.322022502950972
02/07/1998,12.793636829947388,11.465610490133372,13.754384266656643,13.522051214093892,13.596191148535468,13.068415344035998,12.63656069765591,12.181877653382685,12.381469058814446,13.678429230241818,11.583243060316136,11.85083097812651,12.591602018013305,12.101035803963327,12.525699854065238,13.545787162973454,11.778017464357617,13.675566954053465,12.876642839411602,12.420354128008398,12.449046701506973,12.133079334950764,12.78525943622509,12.313123488363999,12.972843243988336
03/07/1998,12.576941578999481,12.843063452908439,12.772414099184402,13.59647039499282,12.81800108335608,12.982756493226361,14.032443926619749,12.817582213669994,14.033700535678122,13.867409270292114,12.945616714391235,13.560377790372968,13.001047136186571,13.493568075438361,13.003560354303204,12.763897082233541,12.569750982721189,13.2431538147585,13.26521428489366,13.040839756367006,13.151072295428435,13.231355651933029,13.887305580382417,13.025411389595263,13.375167577497734
04/07/1998,13.407141296870861,13.75173142531122,14.888194695343941,14.138557580434451,13.736372870153787,13.523726692838295,14.187286087252005,13.626908258850222,13.07574556354291,13.96046815222303,14.472955213179489,13.943294495092516,14.616138834215008,13.872435706525494,13.228283940901576,13.586487334140543,13.302912556643605,15.40193836535866,13.566311777592887,13.27477847605985,13.947483191953609,13.733301159122334,13.938686928545337,13.566730647278973,13.953277555944851
05/07/1998,14.625284155695113,14.202505019180649,14.956121396108188,14.150355743259922,14.074051648773434,14.695375016504272,14.46360045685634,15.563203194511289,14.75946207847926,13.603032686741926,12.593347308372017,14.575438663047976,14.994517784001687,12.925022288157436,14.677712678073306,15.029702837635,14.882539954581432,15.182660084679696,14.715760007894971,15.024536778172944,13.079515390717916,15.372617487330956,15.5227124581873,14.542417769459519,13.436881044584709
06/07/1998,12.883903247304147,12.296229077690896,11.482435089192109,14.360418890844471,12.954971470714327,13.73309172427929,12.352287804015361,11.334923148066878,13.485190681716176,12.883205131160707,13.713474660646511,12.733808276447917,13.249436860050196,13.549766424991503,11.264832287257718,12.611847386175327,13.66698012548818,14.572785821702496,13.235404725565445,12.625181404516468,14.083336593482159,13.59758738082246,13.019966083675854,12.066618678087877,14.02783636007257
07/07/1998,11.621150766909182,12.273191244954774,11.162628083846641,11.568163751616112,12.795242497077425,12.819955808558007,12.133358581408174,10.587101135130524,13.02289817147863,11.991850439117115,11.479642624618123,11.446202861343636,11.046461557565294,11.212124518422002,11.072291854875402,11.899629296558373,11.47245202833983,12.016773185440684,11.951220079564393,11.656196197313761,13.990696581237387,11.37729879797837,14.405028512415242,11.312304185016842,11.421140491791334
08/07/1998,14.405447382101329,14.776496112381096,11.154041255281356,12.012025995664771,13.178996941169203,11.075433377521222,11.995690077906488,12.399271020474146,14.938738304134631,11.055048386130522,10.35679261938401,11.278166305598802,11.362777982193165,11.545824035023543,12.610590777116954,11.754141892249265,14.226729649360777,11.456674603496367,15.748273784157846,11.446342484572256,12.986316885558267,11.958620110685672,12.83712946568852,9.887937817397415,12.160445487776656
09/07/1998,12.911688269816239,12.575964216398518,13.693508538941842,11.733198407943746,14.833183143234749,10.957521560881105,13.986507884376238,13.675566954053465,14.696142944262192,12.846484222011668,13.315897516913026,13.95509265791793,11.52299563713052,12.05607712432078,14.43818902923232,11.806570414627515,11.821021418798296,11.794074135658548,13.273033185701024,12.013980720866641,12.825401114477359,14.06232329756233,11.157741270841996,15.3016190755352,13.21299519735851
10/07/1998,12.675026897163661,14.47183822734985,15.006734816513301,14.891755087675847,15.206954526474192,16.23116072062919,14.00919665904064,12.455190123569878,15.699754712183392,13.265702966194112,12.665532517611837,15.09979369844416,12.038135539432346,12.632441812409127,12.835244552101017,11.422885782150047,15.256590584278285,14.271339270931549,15.437612100292426,14.423039908917985,12.30572345724272,15.220986660958829,13.863290385045389,12.54378106218229,13.925003852132363
11/07/1998,13.094524887803516,11.805942110098329,12.641796568732218,15.494368942760502,15.572907008906213,13.927168012177276,12.132939711722088,12.093845207685035,15.496742537648402,16.734991141406,12.979056477665665,14.493759074256332,14.380664259006437,15.149639191091353,12.538754625949025,14.28118270855515,15.485921737423837,14.58842362331734,15.418064848273957,15.700732074784355,13.08956826318456,13.084890885023015,13.307520123190784,13.398135598619433,14.646716321301028
12/07/1998,14.14819158321501,11.868283881714433,14.213674877476933,14.920796719246198,14.233640999181603,15.359841961904522,14.323279112009288,12.83426718950011,13.322389997047821,13.222978258210787,15.320677646253216,15.563412629354389,16.349491406955508,13.408258282700444,11.6420942512147,13.823916634550983,16.544475245839976,12.962720559907382,12.93591289999631,12.395850251370916,14.411520992549924,11.98661456804075,12.60060771626462,13.357784485524121,15.903395191247569
