Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
01/07/2017,3.9211015570538716,3.838594139210269,3.758665078174281,3.619433810563205,3.618144632159391,3.650374092254549,3.8669560640939986,3.7999187870960753,3.8012079654998825,3.9443067683223796,3.6838927307535214,3.869534420901613,3.735459866905766,3.8746911345168416,3.282958247169759,3.961066087571859,3.7870270030580104,3.2120534349604215,3.776713575827567,3.4105869091465846,3.9120773082272216,3.793472895077046,3.7096762988296366,3.941728411514772,3.640060665024099,3.9275474490729003,3.8424616744216906,3.9275474490729074,3.9920063692632097,4.042284327011661,3.5962285992946903,3.8257023551721976,3.7947620734808534,3.9649336227832803,3.565288317603346,3.8437508528254978,3.837304960806462,3.894028810573949,3.7870270030580104,3.903053059400578,3.610409561736562,3.9417284115147653,3.3615981298019544,3.423478693184656,4.01134404532031,3.9739578716099233,3.6980736931953793,3.4647324021064505,3.8566426368635556,3.556264068776696,4.008765688512702
02/07/2017,7.670032355322487,7.804106909318334,6.9558275196138215,7.688080852975773,7.293592261411061,7.675189068937716,6.939068200364336,7.940759820121795,7.02673233182316,8.112220547828036,7.015129726188903,7.623621932785457,7.5552954773837335,7.742226345935633,6.940357378768136,8.110931369424229,6.967430125248073,6.79081268392661,7.675189068937716,7.2239766276055235,7.417353388176465,7.069275219148769,7.6120193271511996,7.044780829476446,7.908530360026644,8.005218740312126,7.597838364709335,7.537246979730447,7.798950195703112,7.9884594210626325,7.554006298979926,7.926578857679931,6.999659585343224,7.936892284910381,7.2794112989691895,7.600416721516949,7.467631345924902,7.266519514931124,7.663586463303451,7.381256392869892,7.7757449844346045,7.847938975047749,7.332267613525248,7.45216120507923,7.539825336538048,7.41477503136885,7.458607097098266,6.337021885786817,7.467631345924902,7.7035509938214455,7.0305998670345815
03/07/2017,9.71982601737445,9.96734827090525,9.634740242723247,9.797176721602824,9.40913402205714,9.870659890619777,8.813533599498644,9.941564702829128,9.650210383568911,10.560370336656133,8.95663240232114,10.511381557311497,10.104001181708712,10.247099984531209,8.593084092447773,10.075639256824974,9.415579914076169,8.826425383536709,10.697023247459594,10.031807191095567,9.465857871824607,9.505822402342607,10.212292167628444,8.979837613589655,10.753747097227082,11.194646111328817,9.570281322532924,9.7288502662011,10.247099984531209,10.120760500958198,10.409536463410806,10.111736252131555,9.464568693420807,9.931251275598678,9.657945453991749,10.178773529129478,9.307288928156451,9.701777519721157,10.128495571381034,10.160725031476192,9.902889350714942,10.599045688770326,9.364012777923918,9.788152472776188,9.427182519710433,9.852611392966496,9.786863294372381,8.70524261357892,9.915781134753013,10.171038458706635,9.13196066523879
04/07/2017,11.07217416296722,13.035592871964166,11.558194421202185,11.32485313011325,11.681955547967588,12.14090305972261,10.078217613632596,11.736101040927455,11.902405055018454,11.919164374267933,11.088933482216706,12.400027918887668,12.331701463485938,12.06484153389805,10.405668928199386,12.045503857840957,11.422830688802524,10.38246371693087,13.976693106742738,13.107786862577319,11.346769162977957,11.056704022121542,12.135746346107396,10.850435477512542,12.375533529215353,13.935439397820936,12.094492637185587,11.501470571434705,12.264664186488021,11.574953740451658,12.41420888132954,12.250483224046143,11.25008078269249,11.991358364881076,12.552150970536816,12.260796651276593,11.148235688791793,12.49671629917315,12.67720127570602,11.279731885980027,11.612339914162044,12.189891839067254,11.794114069098729,12.602428928285253,11.375131087861687,12.405184632502896,11.259105031519132,10.53974348219524,11.458927684109096,12.777757191202916,10.974196604277953
05/07/2017,13.551264233486668,16.72006475004247,14.302855242905727,13.769135383729925,15.108591745284643,15.72224066549642,12.985314914215715,13.785894702979418,15.251690548107135,14.554245031647941,14.78500796592927,15.278763294587064,14.375049233518872,15.84858014906943,13.525480665410553,15.521128834502642,13.722724961192908,13.185137566805691,18.206487449631098,17.323400243023805,13.268934163053101,13.510010524564873,16.06000540729366,14.366024984692235,14.68187369362476,17.730780618626575,14.84302099410055,14.44853240253583,14.8327075668701,14.12881615839187,14.788875501140684,15.652625031690883,13.910945008148614,15.90014728522169,16.413240289936578,14.434351440093959,13.61701233208079,15.766072731225837,16.36425151059194,13.76655702692231,14.005055031626474,14.885563881426151,14.274493318021984,16.4596507124736,13.592517942408469,16.39648097068709,13.827148411901211,12.798384045663802,13.610566440061756,16.44160221482032,14.701211369681861
06/07/2017,16.95082768432378,20.364572097602785,17.653429914398203,16.838669163192648,18.18972813038161,19.1746604308896,16.696859538773957,16.80515052469369,17.867433529430045,17.604441135053563,18.26192212099476,17.85325256698818,17.665032520032472,18.981283670318657,15.513393764079806,18.64480810692522,16.442891393224127,16.771631886194722,21.711763529580328,19.790887707908997,17.487125900307195,16.12317514908017,19.953324186788578,18.068545360423823,17.33113531344664,21.531278553047457,17.77461268435599,17.80555296604734,18.751809914441143,17.802974609239726,17.601862778245955,19.579462449684762,17.001105642072233,19.092153013045994,19.06121273135465,17.429112872135917,16.650449116236928,19.68259672198927,19.49437667503355,17.048805243013067,17.64311648716776,19.26232456234843,16.468674961300252,19.107623153891673,16.426132073974642,18.934873247781635,16.10641582983068,16.034221839217544,16.409372754725155,20.337499351122847,18.056942754789564
07/07/2017,19.923673083501043,24.290120337192864,21.57768897558448,19.850189914484076,20.432898553004524,21.719498600003163,20.931810595277543,19.73674221494913,20.275618787740154,21.636991182159573,22.50976496153641,21.023342261947782,21.584134867603506,22.86171066577552,17.903530524736624,21.67824489108136,18.63578385809858,19.59493259053044,25.646336017997054,23.899499280839557,21.506784163375134,18.49010669846847,23.707411698672423,21.24508094740246,20.359415383987557,25.055892309053778,20.224051651587903,20.534743646905213,23.122124703344376,21.75559559530975,20.091266275995853,24.020682050797355,20.969196768987924,21.3559502901298,23.013833717424653,20.129941628110036,20.022939820594118,23.479227121198722,22.61289923384091,20.31429413985434,19.90046787223253,23.080870994422582,19.82053881119653,22.428546722096613,19.373193905075762,22.860421487371703,19.134695900371604,20.113182308860562,18.77114759049824,22.874602449813583,22.560042919284857
08/07/2017,22.049528271377564,26.64931681615833,24.642066041431974,23.232994046071717,24.238553201040602,24.047754797277282,24.756802919370728,23.796365008535055,23.17111348268902,25.633444233958983,26.341203177648627,24.083851792583857,24.72328428087177,26.30768453914967,20.539900360520434,25.054603130649973,20.786133435647425,23.147908271420505,28.476082614351792,26.980635665936546,25.39752458606244,21.585424046007315,27.35320822463655,24.064514116526762,22.1990729662191,27.71159982089469,24.01939287239354,22.739238717413915,26.823355900672176,24.295277050808085,21.918032074189338,28.321381205895044,24.51443737945515,24.55053437476172,26.33346810722579,23.052509069538846,21.180622027212145,26.315419609572498,25.998281722236158,22.951953154041956,22.53683770801633,25.853893741009852,21.372709609379275,26.415975525069385,22.353774374675847,25.34337909310258,22.357641909887274,23.373514492086606,20.543767895731854,25.385921980428183,24.536353412319855
09/07/2017,25.848737027394623,28.335562168336917,28.14347458616978,26.370854280936175,26.472699374836857,27.902398224658008,28.069991417152828,27.189482567353153,26.971611417109887,29.80135801346464,29.125828529870162,26.98708155795556,26.494615407701573,28.920849163664954,23.519191651716717,28.923427520472575,22.807565172815654,25.364005947563474,32.16957874125676,29.79104458623419,28.296886816222734,24.070960008545793,29.91996242661482,27.434426464076346,25.36271676915966,31.748017403212106,26.561652684699496,26.221309586094645,29.49066601814733,27.751564351412675,25.130664656474547,32.39002824830762,28.07128059555663,28.302043529837963,29.92511914023005,26.725378341982893,24.498967238609477,29.288265008749743,29.083285642544546,26.86589878799778,25.927376910026812,29.800068835060838,23.68420648740391,29.980553811593715,25.51226146400119,27.808288201180158,26.261274116612636,26.99997334199363,24.073538365353407,29.54738986791481,27.91657918709988
10/07/2017,27.58526033732167,30.912629797545645,30.06177205103351,29.700802097967756,28.323959562702658,30.996426393793055,31.980069515897235,28.886041346762198,29.28439747353833,32.721347098085836,31.652618201330444,30.25128127639303,28.2904409242037,31.72867972715501,25.345957449910195,31.138236018211746,26.084656675291182,29.230251980578466,34.46947301364713,32.93277235631006,32.007142262377165,28.049364562691927,31.045415173137684,30.15846043131898,28.74294254393969,34.49912411693467,28.76099104159299,28.773882825631052,33.59798841267409,29.37979667541999,26.87363385842062,35.62199850664993,32.03034747364566,31.798295360960545,32.39131742671143,28.639808271635196,26.880079750439656,32.506054304650185,32.32685850652112,30.79015784918404,27.876614656581886,32.91214550184915,27.033491980492595,33.04364169903741,27.845674374890542,31.43603622949098,28.68621869417222,29.918673248211014,27.20624188660263,33.3942982248727,31.49404925766227
