Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
01/08/1981,0.2914934722686631,0.8041199234997132,0.8583980183359448,0.22314327877115403,0.23520507762366435,0.7820066256034782,0.2713904741811768,0.560873646641045,0.4844822539085876,3.7632812419786292,0.5086058516135712,0.2754110737986741,0.8222126217784602,0.0,1.5680338508244351,0.6272135403297777,0.2050505804924163,0.48247195409982047,0.4101011609848511,0.2995346715036577,2.5390086584503315,0.4302041590723652,0.6292238401385449,2.384215573176631,0.4885028535260849
02/08/1981,0.2894831724599145,0.8061302233084617,0.8583980183359448,0.21912267915365677,0.2472668764761654,0.7779860259859809,0.2713904741811768,0.560873646641045,0.4844822539085876,3.7632812419786292,0.5126264512310685,0.27340077398992546,0.8282435212047061,0.0,1.6223119456606576,0.6332444397560236,0.20304028068366767,0.48247195409982047,0.4080908611761025,0.2975243716949091,2.5390086584503315,0.4442762577336149,0.6372650393735394,2.384215573176631,0.4905131533348336
03/08/1981,0.2894831724599145,0.8061302233084617,0.8664392175709394,0.21912267915365677,0.2914934722686631,2.665657546401523,0.27943167341617137,0.5689148458760396,0.8704598171884366,3.7632812419786292,0.5287088497010577,0.2834522730336686,0.8382950202484492,0.0,1.6223119456606576,0.7015946332534957,0.4261835594548494,0.48247195409982047,0.5005646523785767,0.4020599617498566,2.5872558538602988,0.8744804168059339,0.6412856389910367,4.639771958593303,0.5065955518048226
04/08/1981,0.4824719540998298,1.982155611426774,1.1659738890745786,0.2774213736074227,0.3538127663398708,2.683750244680261,1.9439599150605502,0.5990693430072876,6.843060548982501,7.610995075924711,0.6412856389910182,0.4422659579248478,3.310963785010039,3.642663253453665,1.6223119456606576,1.6584973422181424,0.4342247586898533,0.5749457453022948,2.6475648481227854,0.6774710355485121,2.918955322303934,0.9770057070521605,0.6875225345922553,5.08404821632689,0.5367500489360522
05/08/1981,0.8222126217784602,2.0042689093230184,1.1720047885008245,1.111695794238347,0.3799466638536031,2.8325124305277156,2.4907614630403456,1.2102004848670669,13.782615488784938,12.751331686896583,1.672569440879392,1.992207110470527,3.3169946844362848,6.055023023952777,8.933772350081739,1.8273625261530924,0.49855435256982816,0.60912084205104,2.6475648481227854,0.6754607357397635,2.93905832039143,1.0614382990196125,0.7659242271334614,5.088068815944396,1.1780356879270704
06/08/1981,0.8302538210134547,2.539008658450322,1.1800459877358191,1.1338090921345911,0.4020599617498566,3.099882305091358,2.603338252330306,1.2725197789382934,14.795806592394563,12.765403785557822,1.7509711334206166,2.241484286755431,3.3169946844362848,6.169610113051486,9.036297640327929,1.8414346248143327,0.7196873315322334,0.6231929407122805,2.6656575464015324,0.8443259196746951,3.0516351096813903,1.1157163938558257,3.2044178951463236,5.154408709633111,1.5418999533106936
07/08/1981,0.8302538210134547,2.6093691517565523,1.1800459877358191,1.2081901850583183,0.5890178439635445,3.1662221987800905,2.8365330301452216,1.2986536764520253,15.547658720866803,12.777465584410313,1.7871565299781011,2.689781144106516,3.355190380802518,6.286207501958953,9.112689033060413,1.8635479227105678,0.7478315288547144,0.6754607357397542,2.7199356412377544,1.549941152545688,3.136067701648852,1.1157163938558257,3.893950729547328,5.154408709633111,2.4525657666741125
08/08/1981,1.3348390730095285,2.661636946784035,1.6303531448956612,1.3690141697582556,0.6654092366960203,3.194366396102581,2.8365330301452216,1.463498260769469,15.611988314746768,12.777465584410313,2.0203513077930166,2.693801743724013,3.526065864546207,6.328423797942683,9.13078173133916,1.8635479227105678,1.3328287732007615,0.6754607357397542,2.7219459410465126,1.549941152545688,3.46575687028373,1.7972080290218444,6.414866689718903,5.154408709633111,2.9089038232601823
09/08/1981,1.3670038699495068,2.661636946784035,2.1831855923017023,1.6524664427919056,0.9569027089646558,3.2024075953375934,2.8365330301452216,2.1731340932579597,15.91152298625042,12.78148618402782,2.0444749054980003,2.820450631675224,4.43070077848338,6.479196283598868,9.170987727514134,1.9439599150605409,1.318756674539521,0.6754607357397542,3.552199762059958,1.549941152545688,11.967314761484365,16.122604466169083,7.148626119912396,5.154408709633111,4.619668960505807
10/08/1981,1.3770553689932499,2.8767390263202035,2.1831855923017023,2.054526404541762,1.2001489858233054,3.2024075953375934,2.8365330301452216,12.894062973317782,16.743787107072603,12.841795178290278,2.0444749054980003,3.0013776144626565,4.507092171215837,8.803102862513024,9.183049526366624,3.990445120367281,1.318756674539521,3.8195696366236005,8.768927765764294,1.549941152545688,17.133785269969955,16.122604466169083,9.510728395192764,5.484097878267989,4.641782258402042
