Date,I
01/11/2020,3.1268160000000003
02/11/2020,3.1268160000000003
03/11/2020,3.1268160000000003
04/11/2020,3.1268160000000003
05/11/2020,3.1268160000000003
06/11/2020,3.1268160000000003
07/11/2020,3.1268160000000003
08/11/2020,3.1268160000000003
09/11/2020,3.1268160000000003
10/11/2020,3.1268160000000003
11/11/2020,3.1268160000000003
12/11/2020,3.1268160000000003
13/11/2020,3.1268160000000003
14/11/2020,3.1268160000000003
15/11/2020,3.1268160000000003
16/11/2020,3.1268160000000003
17/11/2020,3.1268160000000003
18/11/2020,3.1268160000000003
19/11/2020,3.1268160000000003
20/11/2020,3.1268160000000003
21/11/2020,3.1268160000000003
22/11/2020,3.1268160000000003
23/11/2020,3.1268160000000003
24/11/2020,3.1268160000000003
25/11/2020,3.1268160000000003
26/11/2020,3.1268160000000003
27/11/2020,3.1268160000000003
28/11/2020,3.1268160000000003
29/11/2020,3.1268160000000003
30/11/2020,3.1268160000000003
01/12/2020,2.053728
02/12/2020,2.053728
03/12/2020,2.053728
04/12/2020,2.053728
05/12/2020,2.053728
06/12/2020,2.053728
07/12/2020,2.053728
08/12/2020,2.053728
09/12/2020,2.053728
10/12/2020,2.053728
11/12/2020,2.053728
12/12/2020,2.053728
13/12/2020,2.053728
14/12/2020,2.053728
15/12/2020,2.053728
16/12/2020,2.053728
17/12/2020,2.053728
18/12/2020,2.053728
19/12/2020,2.053728
20/12/2020,2.053728
21/12/2020,2.053728
22/12/2020,2.053728
23/12/2020,2.053728
24/12/2020,2.053728
25/12/2020,2.053728
26/12/2020,2.053728
27/12/2020,2.053728
28/12/2020,2.053728
29/12/2020,2.053728
30/12/2020,2.053728
31/12/2020,2.053728
