Date,demand
01/11/2018,11.265
02/11/2018,11.265
03/11/2018,11.265
04/11/2018,11.265
05/11/2018,11.265
06/11/2018,11.265
07/11/2018,11.265
08/11/2018,11.265
09/11/2018,11.265
10/11/2018,11.265
11/11/2018,11.265
12/11/2018,11.265
13/11/2018,11.265
14/11/2018,11.265
15/11/2018,11.265
16/11/2018,11.265
17/11/2018,11.265
18/11/2018,11.265
19/11/2018,11.265
20/11/2018,11.265
21/11/2018,11.265
22/11/2018,11.265
23/11/2018,11.265
24/11/2018,11.265
25/11/2018,11.265
26/11/2018,11.265
27/11/2018,11.265
28/11/2018,11.265
29/11/2018,11.265
30/11/2018,11.265
01/12/2018,11.265
02/12/2018,11.265
03/12/2018,11.265
04/12/2018,11.265
05/12/2018,11.265
06/12/2018,11.265
07/12/2018,11.265
08/12/2018,11.265
09/12/2018,11.265
10/12/2018,11.265
11/12/2018,11.265
12/12/2018,11.265
13/12/2018,11.265
14/12/2018,11.265
15/12/2018,11.265
16/12/2018,11.265
17/12/2018,11.265
18/12/2018,11.265
19/12/2018,11.265
20/12/2018,11.265
21/12/2018,11.265
22/12/2018,11.265
23/12/2018,11.265
24/12/2018,11.265
25/12/2018,11.265
26/12/2018,11.265
27/12/2018,11.265
28/12/2018,11.265
29/12/2018,11.265
30/12/2018,11.265
31/12/2018,11.265
