Date,I
01/09/2020,12.236832
02/09/2020,12.236832
03/09/2020,12.236832
04/09/2020,12.236832
05/09/2020,12.236832
06/09/2020,12.236832
07/09/2020,12.236832
08/09/2020,12.236832
09/09/2020,12.236832
10/09/2020,12.236832
11/09/2020,12.236832
12/09/2020,12.236832
13/09/2020,12.236832
14/09/2020,12.236832
15/09/2020,12.236832
16/09/2020,12.236832
17/09/2020,12.236832
18/09/2020,12.236832
19/09/2020,12.236832
20/09/2020,12.236832
21/09/2020,12.236832
22/09/2020,12.236832
23/09/2020,12.236832
24/09/2020,12.236832
25/09/2020,12.236832
26/09/2020,12.236832
27/09/2020,12.236832
28/09/2020,12.236832
29/09/2020,12.236832
30/09/2020,12.236832
01/10/2020,4.498848
02/10/2020,4.498848
03/10/2020,4.498848
04/10/2020,4.498848
05/10/2020,4.498848
06/10/2020,4.498848
07/10/2020,4.498848
08/10/2020,4.498848
09/10/2020,4.498848
10/10/2020,4.498848
11/10/2020,4.498848
12/10/2020,4.498848
13/10/2020,4.498848
14/10/2020,4.498848
15/10/2020,4.498848
16/10/2020,4.498848
17/10/2020,4.498848
18/10/2020,4.498848
19/10/2020,4.498848
20/10/2020,4.498848
21/10/2020,4.498848
22/10/2020,4.498848
23/10/2020,4.498848
24/10/2020,4.498848
25/10/2020,4.498848
26/10/2020,4.498848
27/10/2020,4.498848
28/10/2020,4.498848
29/10/2020,4.498848
30/10/2020,4.498848
31/10/2020,4.498848
