Date,I
01/01/2018,1.475712
02/01/2018,1.475712
03/01/2018,1.475712
04/01/2018,1.475712
05/01/2018,1.475712
06/01/2018,1.475712
07/01/2018,1.475712
08/01/2018,1.475712
09/01/2018,1.475712
10/01/2018,1.475712
11/01/2018,1.475712
12/01/2018,1.475712
13/01/2018,1.475712
14/01/2018,1.475712
15/01/2018,1.475712
16/01/2018,1.475712
17/01/2018,1.475712
18/01/2018,1.475712
19/01/2018,1.475712
20/01/2018,1.475712
21/01/2018,1.475712
22/01/2018,1.475712
23/01/2018,1.475712
24/01/2018,1.475712
25/01/2018,1.475712
26/01/2018,1.475712
27/01/2018,1.475712
28/01/2018,1.475712
29/01/2018,1.475712
30/01/2018,1.475712
31/01/2018,1.475712
01/02/2018,1.35216
02/02/2018,1.35216
03/02/2018,1.35216
04/02/2018,1.35216
05/02/2018,1.35216
06/02/2018,1.35216
07/02/2018,1.35216
08/02/2018,1.35216
09/02/2018,1.35216
10/02/2018,1.35216
11/02/2018,1.35216
12/02/2018,1.35216
13/02/2018,1.35216
14/02/2018,1.35216
15/02/2018,1.35216
16/02/2018,1.35216
17/02/2018,1.35216
18/02/2018,1.35216
19/02/2018,1.35216
20/02/2018,1.35216
21/02/2018,1.35216
22/02/2018,1.35216
23/02/2018,1.35216
24/02/2018,1.35216
25/02/2018,1.35216
26/02/2018,1.35216
27/02/2018,1.35216
28/02/2018,1.35216
