Date,demand
01/10/2016,11.325
02/10/2016,11.325
03/10/2016,11.325
04/10/2016,11.325
05/10/2016,11.325
06/10/2016,11.325
07/10/2016,11.325
08/10/2016,11.325
09/10/2016,11.325
10/10/2016,11.325
11/10/2016,11.325
12/10/2016,11.325
13/10/2016,11.325
14/10/2016,11.325
15/10/2016,11.325
16/10/2016,11.325
17/10/2016,11.325
18/10/2016,11.325
19/10/2016,11.325
20/10/2016,11.325
21/10/2016,11.325
22/10/2016,11.325
23/10/2016,11.325
24/10/2016,11.325
25/10/2016,11.325
26/10/2016,11.325
27/10/2016,11.325
28/10/2016,11.325
29/10/2016,11.325
30/10/2016,11.325
31/10/2016,11.325
01/11/2016,10.608
02/11/2016,10.608
03/11/2016,10.608
04/11/2016,10.608
05/11/2016,10.608
06/11/2016,10.608
07/11/2016,10.608
08/11/2016,10.608
09/11/2016,10.608
10/11/2016,10.608
11/11/2016,10.608
12/11/2016,10.608
13/11/2016,10.608
14/11/2016,10.608
15/11/2016,10.608
16/11/2016,10.608
17/11/2016,10.608
18/11/2016,10.608
19/11/2016,10.608
20/11/2016,10.608
21/11/2016,10.608
22/11/2016,10.608
23/11/2016,10.608
24/11/2016,10.608
25/11/2016,10.608
26/11/2016,10.608
27/11/2016,10.608
28/11/2016,10.608
29/11/2016,10.608
30/11/2016,10.608
