Date,I
01/11/2020,1.20528
02/11/2020,1.6311456
03/11/2020,0.7538400000000001
04/11/2020,10.4802336
05/11/2020,5.5780704
06/11/2020,1.6336511999999999
07/11/2020,2.331072
08/11/2020,47.5011648
09/11/2020,8.06544
10/11/2020,3.4003584
11/11/2020,7.8660288
12/11/2020,7.0905888
13/11/2020,6.9682464
14/11/2020,7.379424
15/11/2020,13.7019168
16/11/2020,16.003008
17/11/2020,12.8938176
18/11/2020,13.3668576
19/11/2020,11.7155808
20/11/2020,12.615436800000001
21/11/2020,11.5280928
22/11/2020,10.5630048
23/11/2020,9.0285408
24/11/2020,8.6979744
25/11/2020,10.1915712
26/11/2020,10.618991999999999
27/11/2020,9.170323199999999
28/11/2020,10.451116800000001
29/11/2020,8.3676672
30/11/2020,7.5001248
01/12/2020,2.3403168
02/12/2020,3.1508352
03/12/2020,4.0143168000000005
04/12/2020,8.641987199999999
05/12/2020,7.247318399999999
06/12/2020,1.2187584
07/12/2020,5.5609632
08/12/2020,16.0549344
09/12/2020,7.6629024
10/12/2020,2.0404224
11/12/2020,7.6967712
12/12/2020,5.5186272
13/12/2020,8.4199392
14/12/2020,5.466095999999999
15/12/2020,6.8478912
16/12/2020,5.8490208
17/12/2020,5.5489536
18/12/2020,6.6809664
19/12/2020,6.6674016
20/12/2020,2.3874912
21/12/2020,4.4208288
22/12/2020,5.0838624
23/12/2020,4.3750368
24/12/2020,5.0644224
25/12/2020,3.0835296
26/12/2020,5.0995008
27/12/2020,3.1059936
28/12/2020,2.672352
29/12/2020,3.1974912
30/12/2020,3.6802944
31/12/2020,2.981664
