Date,demand
01/03/2013,10.522
02/03/2013,10.522
03/03/2013,10.522
04/03/2013,10.522
05/03/2013,10.522
06/03/2013,10.522
07/03/2013,10.522
08/03/2013,10.522
09/03/2013,10.522
10/03/2013,10.522
11/03/2013,10.522
12/03/2013,10.522
13/03/2013,10.522
14/03/2013,10.522
15/03/2013,10.522
16/03/2013,10.522
17/03/2013,10.522
18/03/2013,10.522
19/03/2013,10.522
20/03/2013,10.522
21/03/2013,10.522
22/03/2013,10.522
23/03/2013,10.522
24/03/2013,10.522
25/03/2013,10.522
26/03/2013,10.522
27/03/2013,10.522
28/03/2013,10.522
29/03/2013,10.522
30/03/2013,10.522
31/03/2013,10.522
01/04/2013,11.359
02/04/2013,11.359
03/04/2013,11.359
04/04/2013,11.359
05/04/2013,11.359
06/04/2013,11.359
07/04/2013,11.359
08/04/2013,11.359
09/04/2013,11.359
10/04/2013,11.359
11/04/2013,11.359
12/04/2013,11.359
13/04/2013,11.359
14/04/2013,11.359
15/04/2013,11.359
16/04/2013,11.359
17/04/2013,11.359
18/04/2013,11.359
19/04/2013,11.359
20/04/2013,11.359
21/04/2013,11.359
22/04/2013,11.359
23/04/2013,11.359
24/04/2013,11.359
25/04/2013,11.359
26/04/2013,11.359
27/04/2013,11.359
28/04/2013,11.359
29/04/2013,11.359
30/04/2013,11.359
01/05/2013,12.456000000000001
02/05/2013,12.456000000000001
03/05/2013,12.456000000000001
04/05/2013,12.456000000000001
05/05/2013,12.456000000000001
06/05/2013,12.456000000000001
07/05/2013,12.456000000000001
08/05/2013,12.456000000000001
09/05/2013,12.456000000000001
10/05/2013,12.456000000000001
11/05/2013,12.456000000000001
12/05/2013,12.456000000000001
13/05/2013,12.456000000000001
14/05/2013,12.456000000000001
15/05/2013,12.456000000000001
16/05/2013,12.456000000000001
17/05/2013,12.456000000000001
18/05/2013,12.456000000000001
19/05/2013,12.456000000000001
20/05/2013,12.456000000000001
21/05/2013,12.456000000000001
22/05/2013,12.456000000000001
23/05/2013,12.456000000000001
24/05/2013,12.456000000000001
25/05/2013,12.456000000000001
26/05/2013,12.456000000000001
27/05/2013,12.456000000000001
28/05/2013,12.456000000000001
29/05/2013,12.456000000000001
30/05/2013,12.456000000000001
31/05/2013,12.456000000000001
01/06/2013,12.992
02/06/2013,12.992
03/06/2013,12.992
04/06/2013,12.992
05/06/2013,12.992
06/06/2013,12.992
07/06/2013,12.992
08/06/2013,12.992
09/06/2013,12.992
10/06/2013,12.992
11/06/2013,12.992
12/06/2013,12.992
13/06/2013,12.992
14/06/2013,12.992
15/06/2013,12.992
16/06/2013,12.992
17/06/2013,12.992
18/06/2013,12.992
19/06/2013,12.992
20/06/2013,12.992
21/06/2013,12.992
22/06/2013,12.992
23/06/2013,12.992
24/06/2013,12.992
25/06/2013,12.992
26/06/2013,12.992
27/06/2013,12.992
28/06/2013,12.992
29/06/2013,12.992
30/06/2013,12.992
