DATE	PET	Rainfall	Temp
03/02/1970	1.216796158	3.826267407	3.4
04/02/1970	0.909228938	2.623514534	3.4
05/02/1970	0.689538066	0.142088327	3.4
06/02/1970	0.78620205	4.607159466	3.4
07/02/1970	0.601661718	4.258849354	3.4
08/02/1970	1.331035411	8.806999321	3.4
09/02/1970	1.172857983	5.644360055	3.4
10/02/1970	1.049831095	0.503640886	3.4
11/02/1970	0.821352589	17.22703865	3.4
12/02/1970	0.373183212	16.15457812	3.4
13/02/1970	0.654387527	0	3.4
14/02/1970	0.856503129	0	3.4
15/02/1970	0.671962797	0.24269829	3.4
16/02/1970	0.698325701	16.9178487	3.4
17/02/1970	0.425909021	2.864925026	3.4
18/02/1970	0.856503129	4.374048926	3.4
19/02/1970	0.988317651	12.36350442	3.4
20/02/1970	1.559513917	12.27462464	3.4
21/02/1970	0.408333751	8.426819638	3.4
22/02/1970	1.401336489	10.57629161	3.4
23/02/1970	1.005892921	0.56721853	3.4
24/02/1970	1.137707444	1.652546302	3.4
25/02/1970	0.918016573	0.507876422	3.4
26/02/1970	0.953167112	0	3.4
27/02/1970	0.882866033	0.263169884	3.4
28/02/1970	0.900441303	0.357066926	3.4
01/03/1970	1.111344539	1.189757707	3.9
02/03/1970	1.005892921	0.012125769	3.9
03/03/1970	0.953167112	6.908008109	3.9
04/03/1970	0.592874083	0.735064731	3.9
05/03/1970	1.05861873	0.255216742	3.9
06/03/1970	0.847715494	2.938058246	3.9
07/03/1970	0.874078398	4.263473013	3.9
08/03/1970	0.513785369	1.236792623	3.9
09/03/1970	1.05861873	0.289670672	3.9
10/03/1970	0.821352589	2.817769141	3.9
11/03/1970	0.311669768	8.597824619	3.9
12/03/1970	1.146495079	5.470886999	3.9
13/03/1970	1.199220888	0.471451715	3.9
14/03/1970	1.023468191	0.888354511	3.9
15/03/1970	1.041043461	0	3.9
16/03/1970	0.856503129	0.096944642	3.9
17/03/1970	1.005892921	5.142300328	3.9
18/03/1970	1.770417153	2.335071035	3.9
19/03/1970	1.36618595	0.733169696	3.9
20/03/1970	0.909228938	2.700183271	3.9
21/03/1970	0.900441303	2.091611668	3.9
22/03/1970	1.269521967	8.72272329	3.9
23/03/1970	1.251946697	4.436842325	3.9
24/03/1970	1.146495079	0.137442148	3.9
25/03/1970	1.278309602	0	3.9
26/03/1970	1.243159062	0.012125769	3.9
27/03/1970	1.541938647	0.194153845	3.9
28/03/1970	1.524363377	0.129026656	3.9
29/03/1970	1.392548855	7.38285551	3.9
30/03/1970	1.823142962	7.507866698	3.9
31/03/1970	1.454062299	2.998169407	3.9
01/04/1970	1.436487029	2.261037975	6.4
02/04/1970	1.612239726	0.106537134	6.4
03/04/1970	1.462849933	0.24968568	6.4
04/04/1970	1.928594581	0.496515361	6.4
05/04/1970	2.209798896	5.310486803	6.4
06/04/1970	1.489212838	0.248301657	6.4
07/04/1970	1.577089187	0.522997645	6.4
08/04/1970	1.454062299	1.021644458	6.4
09/04/1970	1.304672506	0.254139079	6.4
10/04/1970	1.181645618	0.239045823	6.4
11/04/1970	1.506788108	8.938529345	6.4
12/04/1970	1.647390265	0.964905059	6.4
13/04/1970	1.568301552	0	6.4
14/04/1970	1.208008523	0.76645472	6.4
15/04/1970	1.084981635	0.337458403	6.4
16/04/1970	1.234371427	0.310632277	6.4
17/04/1970	1.225583792	1.968833537	6.4
18/04/1970	2.447065037	0.349894905	6.4
19/04/1970	2.403126863	1.418214673	6.4
20/04/1970	1.867081137	16.23312993	6.4
21/04/1970	1.102556904	1.711337218	6.4
22/04/1970	1.603452091	6.956268306	6.4
23/04/1970	1.69132844	1.924711418	6.4
24/04/1970	1.67375317	9.512319105	6.4
25/04/1970	2.27131234	16.41353009	6.4
26/04/1970	1.498000473	2.260616376	6.4
27/04/1970	2.174648357	0.348913967	6.4
28/04/1970	2.385551593	3.049625104	6.4
29/04/1970	2.807358066	0.203303688	6.4
30/04/1970	1.216796158	0.167108432	6.4
01/05/1970	1.902231676	0.096118133	11.8
02/05/1970	2.438277402	0	11.8
03/05/1970	2.930384954	0	11.8
04/05/1970	2.88644678	0	11.8
05/05/1970	3.44885541	0	11.8
06/05/1970	2.280099975	3.98613885	11.8
07/05/1970	2.201011261	0.096118133	11.8
08/05/1970	3.150075825	8.758733595	11.8
09/05/1970	2.209798896	2.616280283	11.8
10/05/1970	1.629814996	5.170572515	11.8
11/05/1970	1.498000473	1.047497794	11.8
12/05/1970	2.85129624	0	11.8
13/05/1970	1.911019311	7.878131009	11.8
14/05/1970	1.313460141	10.42960134	11.8
15/05/1970	1.928594581	3.054971121	11.8
16/05/1970	3.088562381	0	11.8
17/05/1970	3.563094663	0	11.8
18/05/1970	3.281890348	0	11.8
19/05/1970	2.376763958	0	11.8
20/05/1970	3.194013999	0	11.8
21/05/1970	2.666755908	0	11.8
22/05/1970	2.297675244	0	11.8
23/05/1970	2.218586531	0	11.8
24/05/1970	3.501581219	0	11.8
25/05/1970	3.46643068	0	11.8
26/05/1970	3.607032838	0	11.8
27/05/1970	3.457643045	0	11.8
28/05/1970	2.517366116	0	11.8
29/05/1970	2.974323128	0	11.8
30/05/1970	2.824933336	0	11.8
31/05/1970	2.666755908	0	11.8
01/06/1970	2.939172589	0	15.3
02/06/1970	3.46643068	0	15.3
03/06/1970	4.397919974	0	15.3
04/06/1970	4.380344705	0	15.3
05/06/1970	4.33640653	0	15.3
06/06/1970	4.099140389	0	15.3
07/06/1970	3.958538232	2.772953055	15.3
08/06/1970	3.475218315	0.793929671	15.3
09/06/1970	3.378554331	0	15.3
10/06/1970	3.694909186	0	15.3
11/06/1970	3.501581219	0	15.3
12/06/1970	3.589457568	0.012460174	15.3
13/06/1970	3.923387692	3.570177956	15.3
14/06/1970	4.011264041	0	15.3
15/06/1970	3.044624207	0	15.3
16/06/1970	2.710694083	6.561546662	15.3
17/06/1970	2.420702132	0.653795624	15.3
18/06/1970	2.974323128	6.195655748	15.3
19/06/1970	4.134290929	0	15.3
20/06/1970	4.327618896	0	15.3
21/06/1970	3.809148439	0.093625877	15.3
22/06/1970	3.132500556	8.0211993	15.3
23/06/1970	2.904022049	6.532557803	15.3
24/06/1970	1.840718232	2.787228739	15.3
25/06/1970	3.615820472	0.002578812	15.3
26/06/1970	2.877659145	1.609922843	15.3
27/06/1970	2.88644678	0.672069219	15.3
28/06/1970	3.237952174	1.83521512	15.3
29/06/1970	3.114925286	0.002578812	15.3
30/06/1970	3.246739809	5.241481764	15.3
01/07/1970	3.009473668	0.315797477	14.4
02/07/1970	2.684331178	0.361698868	14.4
03/07/1970	3.053411842	0.1037586	14.4
04/07/1970	2.54372902	0.021615091	14.4
05/07/1970	2.420702132	0	14.4
06/07/1970	3.650971012	0	14.4
07/07/1970	3.580669933	0.027033758	14.4
08/07/1970	2.710694083	4.540001326	14.4
09/07/1970	2.991898398	0.279276018	14.4
10/07/1970	3.106137651	4.320989523	14.4
11/07/1970	3.940962962	0	14.4
12/07/1970	4.187016738	0.124993812	14.4
13/07/1970	3.905812423	2.162823085	14.4
14/07/1970	2.429489767	2.393265265	14.4
15/07/1970	3.035836572	0.036945817	14.4
16/07/1970	3.369766697	0.00256626	14.4
17/07/1970	2.552516655	0	14.4
18/07/1970	3.132500556	5.974635368	14.4
19/07/1970	2.306462879	0.754962403	14.4
20/07/1970	3.527944124	0.930444567	14.4
21/07/1970	3.396129601	1.01427032	14.4
22/07/1970	2.780995161	3.409322439	14.4
23/07/1970	2.385551593	11.61708782	14.4
24/07/1970	2.88644678	9.180471048	14.4
25/07/1970	3.422492506	4.848666481	14.4
26/07/1970	1.814355328	1.485732236	14.4
27/07/1970	1.893444041	5.168272612	14.4
28/07/1970	2.148285452	0.921864166	14.4
29/07/1970	3.132500556	0	14.4
30/07/1970	3.255527443	0	14.4
31/07/1970	2.719481717	0	14.4
01/08/1970	3.352191427	0	15.2
02/08/1970	3.440067775	0	15.2
03/08/1970	3.396129601	10.12670152	15.2
04/08/1970	2.745844622	0.183777137	15.2
05/08/1970	2.27131234	14.92502039	15.2
06/08/1970	2.25373707	12.58342467	15.2
07/08/1970	2.939172589	0.093537817	15.2
08/08/1970	2.350401054	0	15.2
09/08/1970	2.394339228	0.30672867	15.2
10/08/1970	2.069196738	2.817140308	15.2
11/08/1970	3.229164539	0.629443843	15.2
12/08/1970	1.524363377	2.213605895	15.2
13/08/1970	2.104347278	2.954582181	15.2
14/08/1970	2.517366116	0	15.2
15/08/1970	2.007683294	15.56964135	15.2
16/08/1970	2.341613419	0	15.2
17/08/1970	2.675543543	0	15.2
18/08/1970	1.278309602	4.385622174	15.2
19/08/1970	1.014680556	71.54009754	15.2
20/08/1970	1.313460141	24.44394881	15.2
21/08/1970	1.550726282	4.289354895	15.2
22/08/1970	1.559513917	1.073277551	15.2
23/08/1970	2.077984373	0	15.2
24/08/1970	1.585876821	0	15.2
25/08/1970	1.243159062	0	15.2
26/08/1970	2.517366116	0	15.2
27/08/1970	2.772207527	0	15.2
28/08/1970	2.904022049	0	15.2
29/08/1970	2.719481717	0	15.2
30/08/1970	2.614030099	2.544752253	15.2
31/08/1970	2.148285452	0.771102693	15.2
01/09/1970	2.051621469	6.827134369	14
02/09/1970	0.918016573	4.989849554	14
03/09/1970	1.629814996	0.267920064	14
04/09/1970	2.28888761	4.699368806	14
05/09/1970	2.85129624	0.103550623	14
06/09/1970	2.27131234	0.153710568	14
07/09/1970	2.403126863	19.76466493	14
08/09/1970	2.780995161	13.41915213	14
09/09/1970	2.016470929	2.868772704	14
10/09/1970	2.280099975	7.546560744	14
11/09/1970	2.121922547	23.41787959	14
12/09/1970	1.805567693	7.645755537	14
13/09/1970	1.69132844	8.45142774	14
14/09/1970	1.322247776	0.117285472	14
15/09/1970	1.357398315	1.167452352	14
16/09/1970	1.568301552	0	14
17/09/1970	1.339823046	0	14
18/09/1970	1.805567693	0	14
19/09/1970	1.779204788	0	14
20/09/1970	1.638602631	0	14
21/09/1970	1.225583792	0	14
22/09/1970	1.919806946	0	14
23/09/1970	1.339823046	0	14
24/09/1970	1.621027361	0	14
25/09/1970	1.594664456	0	14
26/09/1970	0.759839145	0	14
27/09/1970	1.243159062	0.461635393	14
28/09/1970	1.840718232	0.11721565	14
29/09/1970	1.752841884	3.66090336	14
30/09/1970	1.190433253	2.22473704	14
01/10/1970	1.902231676	0.433432585	10.4
02/10/1970	2.420702132	0.369166981	10.4
03/10/1970	1.708903709	0.996317222	10.4
04/10/1970	0.698325701	1.210227256	10.4
05/10/1970	1.770417153	3.851181799	10.4
06/10/1970	1.287097236	0.451368579	10.4
07/10/1970	1.09376927	0.026336077	10.4
08/10/1970	1.199220888	0	10.4
09/10/1970	1.172857983	0	10.4
10/10/1970	0.575298813	6.441524222	10.4
11/10/1970	0.592874083	18.28127287	10.4
12/10/1970	0.434696656	0.118248473	10.4
13/10/1970	0.417121386	0	10.4
14/10/1970	0.540148274	0.256975807	10.4
15/10/1970	0.803777319	0.035704389	10.4
16/10/1970	1.111344539	0	10.4
17/10/1970	1.111344539	0	10.4
18/10/1970	1.111344539	0.99464123	10.4
19/10/1970	1.735266614	7.74019808	10.4
20/10/1970	1.418911759	0.771206319	10.4
21/10/1970	1.190433253	0.412808218	10.4
22/10/1970	0.733476241	0	10.4
23/10/1970	0.4962101	0	10.4
24/10/1970	0.988317651	1.607782994	10.4
25/10/1970	1.36618595	9.613774579	10.4
26/10/1970	1.181645618	3.860656732	10.4
27/10/1970	0.715900971	2.716883193	10.4
28/10/1970	0.399546116	0.636764799	10.4
29/10/1970	0.75105151	3.462125197	10.4
30/10/1970	0.215005784	9.841682811	10.4
31/10/1970	1.014680556	4.768647281	10.4
01/11/1970	1.331035411	30.39972614	8.3
02/11/1970	0.803777319	9.568867578	8.3
03/11/1970	1.506788108	0.099234656	8.3
04/11/1970	1.128919809	5.527601685	8.3
05/11/1970	0.988317651	0.083073881	8.3
06/11/1970	1.032255826	27.26082743	8.3
07/11/1970	0.821352589	0	8.3
08/11/1970	0.830140224	0.425036963	8.3
09/11/1970	0.759839145	0.083073881	8.3
10/11/1970	0.724688606	1.033702381	8.3
11/11/1970	1.023468191	8.1512936	8.3
12/11/1970	0.953167112	7.294932391	8.3
13/11/1970	1.067406365	4.156079984	8.3
14/11/1970	0.469847195	16.34955929	8.3
15/11/1970	0.926804207	3.503818758	8.3
16/11/1970	0.504997734	10.66520393	8.3
17/11/1970	1.445274664	16.94493436	8.3
18/11/1970	1.647390265	14.8887223	8.3
19/11/1970	1.084981635	2.487254289	8.3
20/11/1970	0.531360639	4.680308085	8.3
21/11/1970	0.944379477	0.745134016	8.3
22/11/1970	0.724688606	26.94755971	8.3
23/11/1970	0.065615992	0.921330326	8.3
24/11/1970	0.733476241	0	8.3
25/11/1970	0.575298813	8.682870506	8.3
26/11/1970	0.592874083	0.085435253	8.3
27/11/1970	0.689538066	8.911849695	8.3
28/11/1970	0.241368689	10.27426135	8.3
29/11/1970	0.223793419	1.875797589	8.3
30/11/1970	0.654387527	0.504792055	8.3
01/12/1970	0.592874083	0.411572199	4.2
02/12/1970	0.619236988	5.048928024	4.2
03/12/1970	0.847715494	5.736245652	4.2
04/12/1970	0.566511178	2.304854504	4.2
05/12/1970	0.724688606	4.240260777	4.2
06/12/1970	0.663175162	2.425930003	4.2
07/12/1970	0.680750432	0.044720321	4.2
08/12/1970	0.742263876	0	4.2
09/12/1970	0.557723544	0.170456727	4.2
10/12/1970	0.346820307	0.04011697	4.2
11/12/1970	0.540148274	6.501579492	4.2
12/12/1970	0.329245037	6.490039997	4.2
13/12/1970	0.592874083	0	4.2
14/12/1970	0.4962101	0	4.2
15/12/1970	0.443484291	0.617424547	4.2
16/12/1970	0.531360639	1.284119878	4.2
17/12/1970	0.15349234	0.37477388	4.2
18/12/1970	0.100766531	1.132265199	4.2
19/12/1970	0.566511178	0.020531977	4.2
20/12/1970	0.522573004	0.642715957	4.2
21/12/1970	0.671962797	0	4.2
22/12/1970	0.601661718	0	4.2
23/12/1970	0.75105151	6.472765542	4.2
24/12/1970	0.680750432	0	4.2
25/12/1970	0.575298813	0.197574714	4.2
26/12/1970	0.408333751	5.890404024	4.2
27/12/1970	0.452271925	0.026634613	4.2
28/12/1970	0.443484291	4.875447036	4.2
29/12/1970	0.390758481	19.0575937	4.2
30/12/1970	0.504997734	0.335634312	4.2
31/12/1970	0.698325701	0	4.2
01/01/1971	0.540148274	0	5
02/01/1971	0.390758481	0.040889411	5
03/01/1971	0.443484291	0	5
04/01/1971	0.487422465	0.121053299	5
05/01/1971	0.417121386	0.885881845	5
06/01/1971	0.030465452	5.995821442	5
07/01/1971	-0.944962016	18.21878055	5
08/01/1971	-0.022260357	1.864279861	5
09/01/1971	0.15349234	0.029312902	5
10/01/1971	0.830140224	0	5
11/01/1971	0.698325701	0.039228179	5
12/01/1971	0.162279975	0.604295074	5
13/01/1971	0.364395577	0.029312902	5
14/01/1971	0.408333751	0.533262072	5
15/01/1971	0.329245037	0.407832546	5
16/01/1971	0.540148274	3.630975442	5
17/01/1971	0.232581054	0.813010941	5
18/01/1971	0.900441303	7.546988405	5
19/01/1971	1.014680556	11.72266392	5
20/01/1971	1.041043461	20.60379675	5
21/01/1971	0.487422465	21.32034555	5
22/01/1971	1.164070348	6.010516156	5
23/01/1971	0.628024622	10.16514706	5
24/01/1971	1.594664456	6.952569145	5
25/01/1971	1.515575743	17.29559615	5
26/01/1971	0.997105286	8.740965911	5
27/01/1971	1.111344539	11.45689928	5
28/01/1971	1.014680556	9.646959794	5
29/01/1971	0.78620205	5.411487734	5
30/01/1971	0.399546116	27.18139798	5
31/01/1971	0.953167112	31.95933845	5
01/02/1971	0.935591842	0	4.5
02/02/1971	0.628024622	0.130528382	4.5
03/02/1971	0.364395577	0	4.5
04/02/1971	0.689538066	0	4.5
05/02/1971	0.425909021	0	4.5
06/02/1971	0.408333751	0.009682912	4.5
07/02/1971	0.733476241	0	4.5
08/02/1971	0.47863483	0	4.5
09/02/1971	0.469847195	0	4.5
10/02/1971	0.592874083	0	4.5
11/02/1971	0.531360639	0	4.5
12/02/1971	0.628024622	4.468827295	4.5
13/02/1971	1.392548855	1.463966877	4.5
14/02/1971	1.410124124	10.70093135	4.5
15/02/1971	1.023468191	0.91702434	4.5
16/02/1971	0.830140224	2.157722375	4.5
17/02/1971	0.944379477	13.55920456	4.5
18/02/1971	0.838927859	0.59220857	4.5
19/02/1971	0.821352589	0.64490252	4.5
20/02/1971	0.715900971	4.381742544	4.5
21/02/1971	1.09376927	0	4.5
22/02/1971	1.049831095	0	4.5
23/02/1971	0.988317651	0	4.5
24/02/1971	0.935591842	0	4.5
25/02/1971	0.663175162	0	4.5
26/02/1971	0.566511178	0	4.5
27/02/1971	0.619236988	6.765986103	4.5
28/02/1971	0.671962797	0.806254852	4.5
01/03/1971	1.005892921	13.31353139	4.9
02/03/1971	1.05861873	5.24979E-05	4.9
03/03/1971	1.023468191	0	4.9
04/03/1971	0.865290763	0	4.9
05/03/1971	0.698325701	0.81318689	4.9
06/03/1971	0.707113336	0.047345341	4.9
07/03/1971	0.909228938	0.848272353	4.9
08/03/1971	0.294094498	0.029306633	4.9
09/03/1971	1.120132174	0	4.9
10/03/1971	1.313460141	0	4.9
11/03/1971	1.023468191	0.321713776	4.9
12/03/1971	0.75105151	0.748593767	4.9
13/03/1971	0.970742382	0	4.9
14/03/1971	1.260734332	24.7477347	4.9
15/03/1971	1.260734332	4.92685436	4.9
16/03/1971	1.155282714	2.214861794	4.9
17/03/1971	1.172857983	24.75346758	4.9
18/03/1971	0.443484291	5.833469781	4.9
19/03/1971	0.891653668	9.382293768	4.9
20/03/1971	1.067406365	1.224095106	4.9
21/03/1971	1.216796158	0	4.9
22/03/1971	1.621027361	0	4.9
23/03/1971	1.146495079	1.126598709	4.9
24/03/1971	0.918016573	3.5295835	4.9
25/03/1971	1.972532755	2.220032792	4.9
26/03/1971	1.36618595	0.5210874	4.9
27/03/1971	1.454062299	0.045633995	4.9
28/03/1971	0.838927859	0.443567378	4.9
29/03/1971	1.049831095	1.172835267	4.9
30/03/1971	1.735266614	0	4.9
31/03/1971	1.243159062	0	4.9
01/04/1971	1.287097236	0.931959713	7.5
02/04/1971	1.796780058	0	7.5
03/04/1971	1.524363377	0	7.5
04/04/1971	0.680750432	0.61361626	7.5
05/04/1971	0.707113336	0.314312344	7.5
06/04/1971	0.689538066	0.66415598	7.5
07/04/1971	0.953167112	0	7.5
08/04/1971	1.427699394	3.533451442	7.5
09/04/1971	1.278309602	4.468250663	7.5
10/04/1971	2.201011261	0.003853068	7.5
11/04/1971	2.315250514	0	7.5
12/04/1971	2.192223626	0	7.5
13/04/1971	1.954957485	0	7.5
14/04/1971	1.858293502	0	7.5
15/04/1971	1.893444041	0.170473615	7.5
16/04/1971	1.550726282	1.798698532	7.5
17/04/1971	2.429489767	0	7.5
18/04/1971	1.339823046	0	7.5
19/04/1971	1.568301552	0	7.5
20/04/1971	2.719481717	0.192788111	7.5
21/04/1971	2.904022049	0.366577663	7.5
22/04/1971	2.201011261	12.79247194	7.5
23/04/1971	1.621027361	14.91166714	7.5
24/04/1971	1.38376122	0	7.5
25/04/1971	2.034046199	13.1530251	7.5
26/04/1971	1.489212838	0.487365457	7.5
27/04/1971	2.121922547	0	7.5
28/04/1971	2.701906448	0	7.5
29/04/1971	2.385551593	0	7.5
30/04/1971	2.218586531	0	7.5
01/05/1971	2.780995161	0	11
02/05/1971	2.974323128	0	11
03/05/1971	3.273102713	0	11
04/05/1971	3.281890348	0	11
05/05/1971	3.202801634	2.015845509	11
06/05/1971	2.719481717	0.544399621	11
07/05/1971	1.621027361	0.133316544	11
08/05/1971	3.132500556	0.029648931	11
09/05/1971	1.867081137	0.00953696	11
10/05/1971	1.744054249	0	11
11/05/1971	2.701906448	0	11
12/05/1971	3.070987112	0	11
13/05/1971	3.563094663	0	11
14/05/1971	2.201011261	0	11
15/05/1971	2.130710182	4.007798404	11
16/05/1971	2.710694083	0.303519381	11
17/05/1971	3.211589269	0.598537555	11
18/05/1971	3.281890348	0	11
19/05/1971	3.492793584	0	11
20/05/1971	3.615820472	0	11
21/05/1971	3.607032838	0	11
22/05/1971	2.930384954	1.299694356	11
23/05/1971	2.27131234	4.729339427	11
24/05/1971	2.56130429	13.74822452	11
25/05/1971	1.234371427	1.462137583	11
26/05/1971	1.515575743	1.383971549	11
27/05/1971	2.332825784	0.159611223	11
28/05/1971	2.526153751	0.532468725	11
29/05/1971	1.664965535	14.8669109	11
30/05/1971	1.752841884	1.960961282	11
31/05/1971	2.596454829	0	11
01/06/1971	3.589457568	0	12.1
02/06/1971	3.976113501	0	12.1
03/06/1971	3.281890348	0	12.1
04/06/1971	3.413704871	0.032430074	12.1
05/06/1971	1.682540805	0	12.1
06/06/1971	1.436487029	0.469669341	12.1
07/06/1971	1.752841884	1.123693048	12.1
08/06/1971	1.831930597	7.90462042	12.1
09/06/1971	2.315250514	1.057895073	12.1
10/06/1971	1.427699394	36.78666722	12.1
11/06/1971	1.243159062	7.218074194	12.1
12/06/1971	2.385551593	0.014288866	12.1
13/06/1971	2.491003211	8.004648775	12.1
14/06/1971	2.157073087	10.75848101	12.1
15/06/1971	2.420702132	0.24951739	12.1
16/06/1971	2.675543543	1.939611318	12.1
17/06/1971	2.824933336	0.94432822	12.1
18/06/1971	2.552516655	27.71621036	12.1
19/06/1971	2.534941386	6.571283644	12.1
20/06/1971	1.902231676	0.029560512	12.1
21/06/1971	2.183435991	1.330928897	12.1
22/06/1971	4.143078564	0	12.1
23/06/1971	2.877659145	0	12.1
24/06/1971	3.053411842	0.009489352	12.1
25/06/1971	2.016470929	5.547553952	12.1
26/06/1971	2.833720971	3.698182998	12.1
27/06/1971	3.246739809	4.648467464	12.1
28/06/1971	3.097350016	2.002259024	12.1
29/06/1971	1.840718232	2.036774297	12.1
30/06/1971	2.807358066	0.029505322	12.1
01/07/1971	2.904022049	0	16.5
02/07/1971	3.114925286	0	16.5
03/07/1971	3.273102713	0	16.5
04/07/1971	2.965535493	0.143876612	16.5
05/07/1971	4.230954912	0.000491827	16.5
06/07/1971	4.310043626	0	16.5
07/07/1971	4.107928024	0	16.5
08/07/1971	4.213379642	0	16.5
