Date,sto,rain,inflow,outflow
1998-11-28,3811.4,0,6.03,10.58
1998-11-29,3806.12,0,5.19,10.48
1998-11-30,3800.33,0,4.73,10.52
1998-12-01,3796.55,0,4.96,8.74
1998-12-02,3792.27,0,4.48,8.77
1998-12-03,3787.99,0,4.48,8.78
1998-12-04,3785.71,0,6.16,8.44
1998-12-05,3781.15,0,4.42,8.97
1998-12-06,3778.13,0,5.76,8.79
1998-12-07,3773.11,1.3,3.75,8.8
1998-12-08,3768.11,0.15,3.61,8.63
1998-12-09,3762.59,0,3.15,8.67
1998-12-10,3757.59,0,3.36,8.37
1998-12-11,3752.83,1.2,4.05,8.82
1998-12-12,3750.61,0,4.01,6.23
1998-12-13,3751.12,0,4.12,3.61
1998-12-14,3747.43,0.3,3.53,7.21
1998-12-15,3743.47,0,4.3,8.27
1998-12-16,3739,0,4.23,8.7
1998-12-17,3733.79,0,3.45,8.66
1998-12-18,3728.6,0,3.84,9.04
1998-12-19,3723.41,0,3.21,8.41
1998-12-20,3719.24,0,4.49,8.67
1998-12-21,3712.82,0,2.25,8.67
1998-12-22,3707.65,0,3.55,8.74
1998-12-23,3702.49,0,3.53,8.7
1998-12-24,3696.09,0,2.42,8.82
1998-12-25,3690.94,0,3.62,8.77
1998-12-26,3684.06,0,3.38,10.26
1998-12-27,3678.41,0,2.52,8.86
1998-12-28,3672.78,0,3.36,8.99
1998-12-29,3666.42,0,2.43,8.79
1998-12-30,3660.08,0,2.31,8.67
1998-12-31,3653.75,0,2.67,9.03
1999-01-01,3646.7,0,1.83,8.88
1999-01-02,3640.39,0.1,2.5,8.82
1999-01-03,3634.08,0,2.38,8.71
1999-01-04,3626.78,0,2.13,9.48
1999-01-05,3617.49,0,2.9,12.19
1999-01-06,3607.51,0.6,2.31,12.29
1999-01-07,3597.75,0,2.38,12.18
1999-01-08,3584.77,0,1.16,14.14
1999-01-09,3573.31,0,1.65,13.11
1999-01-10,3561.89,0,1.59,13.02
1999-01-11,3550.49,0,1.71,13.12
1999-01-12,3539.11,0,1.74,13.12
1999-01-13,3527.76,0,1.81,13.16
1999-01-14,3516.44,0,1.65,12.97
1999-01-15,3504.66,0,1.22,13.01
1999-01-16,3492.9,0,1.43,13.19
1999-01-17,3481.66,0,1.8,13.04
1999-01-18,3470.44,0,1.81,13.03
1999-01-19,3459.25,0,1.89,13.09
1999-01-20,3447.6,0,1.45,13.1
1999-01-21,3435.77,0,1.36,13.19
1999-01-22,3424.67,0.05,1.95,13.06
1999-01-23,3413.58,0,1.96,13.04
1999-01-24,3402.04,0,1.56,13.1
1999-01-25,3391.49,1.5,2.22,12.78
1999-01-26,3379.8,0,1.37,13.06
1999-01-27,3369.98,0.9,3.21,13.03
1999-01-28,3358.55,0,1.65,13.04
1999-01-29,3347.62,0.15,2.09,13.02
1999-01-30,3336.24,0,1.81,13.18
1999-01-31,3325.83,0,2.58,12.99
1999-02-01,3313.37,0,1.25,13.72
1999-02-02,3302.07,0,1.75,13.05
1999-02-03,3290.81,0,1.76,13.02
1999-02-04,3278.9,0,1.29,13.19
1999-02-05,3267.02,0,1.17,13.05
1999-02-06,3255.17,0,1.17,13.01
1999-02-07,3243.36,0,1.24,13.06
1999-02-08,3231.57,0,1.13,12.93
1999-02-09,3219.81,0,1.17,12.93
1999-02-10,3208.09,0,1.2,12.93
1999-02-11,3196.39,0,1.36,13.05
1999-02-12,3185.84,0,2.12,12.67
1999-02-13,3174.41,0,1.52,12.95
1999-02-14,3162.81,0.5,1.35,12.96
1999-02-15,3151.89,0,2,12.93
1999-02-16,3139.03,0,1.25,14.12
1999-02-17,3126.86,0,1.41,13.58
1999-02-18,3115.38,0,1.5,12.99
1999-02-19,3103.92,0,1.46,12.91
1999-02-20,3092.5,0,1.46,12.88
1999-02-21,3080.67,0,1.14,12.97
1999-02-22,3068.86,0,1.15,12.95
1999-02-23,3057.53,0,1.73,13.06
1999-02-24,3045.79,0.25,1.43,13.17
1999-02-25,3034.52,0,1.71,12.98
1999-02-26,3023.29,0.05,1.63,12.87
1999-02-27,3011.64,0,1.31,12.96
1999-02-28,3000.67,0,1.27,12.24
1999-03-01,2988.86,0,1.29,13.1
1999-03-02,2977.09,0,1.22,12.99
1999-03-03,2965.35,0,1.22,12.96
1999-03-04,2954.07,0,1.73,13
1999-03-05,2942.83,7.15,1.85,13.09
1999-03-06,2931.82,0,1.99,12.99
1999-03-07,2922.12,0,2.7,12.41
1999-03-08,2911.17,0.65,2.1,13.05
1999-03-09,2900.26,0,2.12,13.03
1999-03-10,2889.38,0,2.1,12.99
1999-03-11,2878.53,0,1.87,12.72
1999-03-12,2866.68,0,1.18,13.03
1999-03-13,2854.86,0,1.24,13.06
1999-03-14,2843.09,1.9,1.24,13.01
1999-03-15,2832.38,6.05,2.37,13.08
1999-03-16,2822.71,0,2.55,12.22
1999-03-17,2811.83,0,2.21,13.09
1999-03-18,2801.39,29.85,5.05,15.49
1999-03-19,2797.11,1.3,8.78,13.06
1999-03-20,2793.87,0,9.84,13.08
1999-03-21,2794.11,0.55,11.13,10.89
1999-03-22,2789.27,0,8.16,13
1999-03-23,2781.59,0,5.37,13.06
1999-03-24,2774.14,2,5.62,13.07
1999-03-25,2769.71,0,5.03,9.46
1999-03-26,2767.71,7,6.66,8.66
1999-03-27,2763.47,0,5.51,9.75
1999-03-28,2763.93,0,9.18,8.73
1999-03-29,2762.55,0.15,8.96,10.34
1999-03-30,2761.79,0,8.8,9.56
1999-03-31,2759.22,0,6.07,8.64
1999-04-01,2753.98,12.4,7.81,13.06
1999-04-02,2751.38,0.5,10.17,12.77
1999-04-03,2752.04,0,13.63,12.96
1999-04-04,2751.91,0,12.89,13.02
1999-04-05,2752.39,8.9,13.58,13.1
1999-04-06,2752.05,6.75,12.7,13.05
1999-04-07,2753.21,0.15,15.57,14.4
1999-04-08,2754.46,0.05,16.04,14.8
1999-04-09,2755.04,13.35,16.78,15.58
1999-04-10,2805.09,19.35,52.74,3.31
1999-04-11,2893.44,0.1,90.36,2.01
1999-04-12,2947.25,21.15,57.27,3.45
1999-04-13,3023.98,4.75,79.2,2.47
1999-04-14,3095.64,0.05,79.68,8.03
1999-04-15,3139.13,0.05,50.09,6.59
1999-04-16,3162.16,0,35.18,12.17
1999-04-17,3178.82,0,28.8,12.15
1999-04-18,3187.47,0,20.27,11.61
1999-04-19,3193.6,0,19.05,12.93
1999-04-20,3198.3,0.05,17.82,13.12
1999-04-21,3196.28,0,14.1,16.12
1999-04-22,3191.53,0,11.03,15.79
1999-04-23,3186.41,0.05,12.18,17.31
1999-04-24,3178.4,0,11.89,19.89
1999-04-25,3173.6,0,11.09,15.87
1999-04-26,3160.82,0,7.31,20.09
1999-04-27,3148.38,3.65,9.04,21.49
1999-04-28,3135.55,1.7,8.79,21.61
1999-04-29,3121.95,0.05,8.24,21.85
1999-04-30,3108.21,0,7.43,19.73
1999-05-01,3097.88,0,6.16,15.79
1999-05-02,3088.46,0,7.07,16.49
1999-05-03,3078.43,32.6,10.78,20.82
1999-05-04,3070.49,0.75,9.71,24.61
1999-05-05,3073.72,0.15,23.07,19.84
1999-05-06,3066.95,0,18.07,24.84
1999-05-07,3056.33,0,14.7,25.32
1999-05-08,3054.31,0,13.52,15.53
1999-05-09,3054.38,0.1,10.96,10.89
1999-05-10,3038.15,0.2,9.5,25.72
1999-05-11,3023.36,0,8.37,23.16
1999-05-12,3001.08,0,6.96,29.26
1999-05-13,2977.15,0,3.34,29.57
1999-05-14,2952.98,0,2.97,29.03
1999-05-15,2932.3,0.75,2.49,24.57
1999-05-16,2917.03,0,3.02,20.22
1999-05-17,2891.88,0,1.54,29.26
1999-05-18,2870.69,25.15,3.96,27.34
1999-05-19,2855.11,7.7,8.12,25.98
1999-05-20,2835.13,0.2,7.57,30.69
1999-05-21,2810.49,0,7.92,32.56
1999-05-22,2798.05,0.05,8.8,21.24
1999-05-23,2784.63,0.15,6.74,20.16
1999-05-24,2775.86,26.25,12.47,21.24
1999-05-25,2777.64,0.05,20.8,19.01
1999-05-26,2777.58,0.55,19.31,19.38
1999-05-27,2774.01,2.9,17.18,20.76
1999-05-28,2767.23,0,13.06,19.84
1999-05-29,2759.57,0,11.02,18.7
1999-05-30,2751.28,0,9.91,18.12
1999-05-31,2726.57,0,7.43,32.14
1999-06-01,2698.32,4.6,3.78,32.05
1999-06-02,2671.43,16.1,8.98,35.88
1999-06-03,2657.13,0,13.48,27.77
1999-06-04,2631.85,0,11.61,36.91
1999-06-05,2616.25,0,11.45,27.05
1999-06-06,2590.54,2.25,5.27,30.99
1999-06-07,2563.45,0.05,6.55,33.64
1999-06-08,2544.86,0,6.25,24.84
1999-06-09,2524.73,0,6.23,26.37
1999-06-10,2499.55,0,3.59,28.78
1999-06-11,2463.79,0,3.86,39.62
1999-06-12,2425.14,0,2.82,41.46
1999-06-13,2392.01,0,2.3,35.43
1999-06-14,2356.01,0,3.16,39.17
1999-06-15,2318.83,0,1.95,39.14
1999-06-16,2284.4,23.75,6.3,40.73
1999-06-17,2255.36,0.1,9.41,38.46
1999-06-18,2223.95,0,7.22,38.64
1999-06-19,2188.1,0.1,4.16,40.01
1999-06-20,2170.25,0,5.87,23.71
1999-06-21,2150.19,9.5,3.59,23.64
1999-06-22,2129.52,2.2,5.24,25.91
1999-06-23,2133.18,49.4,20.14,16.49
1999-06-24,2164.57,0.7,59.56,4.38
1999-06-25,2206.66,0,36.75,18.47
1999-06-26,2212.51,0.65,25.02,19.17
1999-06-27,2209.72,0,15.42,18.21
1999-06-28,2184.94,0,12.81,37.08
1999-06-29,2165.17,0,8.57,28.86
1999-06-30,2133.11,0,7.58,39.66
1999-07-01,2100.13,0,4.86,37.84
1999-07-02,2073.14,1.8,9.75,36.74
1999-07-03,2047.35,0,7.43,33.22
1999-07-04,2023.32,7.65,6.26,30.28
1999-07-05,1995.85,0,6.83,34.3
1999-07-06,1972.96,0,7.21,30.08
1999-07-07,1951.03,0,4.1,26.05
1999-07-08,1934.51,0,5.24,21.77
1999-07-09,1923.87,0.35,3.35,13.99
1999-07-10,1906.95,4.2,4.46,21.38
1999-07-11,1901.6,0,4.27,9.62
1999-07-12,1891.03,1.25,3.44,14.02
1999-07-13,1878.55,1.65,2.29,14.77
1999-07-14,1868.33,0.3,4.37,14.59
1999-07-15,1858.49,8.35,4.01,13.85
1999-07-16,1852.05,15.85,7.44,13.88
1999-07-17,1850.31,0.95,9.75,11.48
1999-07-18,1843.99,0.9,7,13.31
1999-07-19,1835.46,0.95,5.3,13.86
1999-07-20,1831.88,0.15,6.41,9.99
1999-07-21,1826.34,7,4.94,10.49
1999-07-22,1833.17,33.65,12.42,5.6
1999-07-23,1846.99,5.85,17.31,3.49
1999-07-24,1859.99,2.9,16.23,3.23
1999-07-25,1872.72,6.05,15.96,3.21
1999-07-26,1876.75,2.6,13.83,10.34
1999-07-27,1884.35,1.6,10.86,3.27
1999-07-28,1901.31,42.35,18.3,1.34
1999-07-29,1996.17,25.4,95.12,0.25
1999-07-30,2114.53,4.35,118.83,0.49
1999-07-31,2187.73,33.45,73.5,0.29
1999-08-01,2581.6,86.8,407,13.14
1999-08-02,3050.02,143.2,492.15,23.74
1999-08-03,3918.34,74.2,927.82,59.5
1999-08-04,4220.88,0.65,370.66,70.72
1999-08-05,4291,0.4,137.02,66.9
1999-08-06,4301.4,0.05,77.14,65.94
1999-08-07,4288.14,0.1,50.17,64.24
1999-08-08,4265.14,0.15,36.21,59.22
1999-08-09,4226.56,2.55,30.94,69.52
1999-08-10,4187.73,0.15,24.63,63.47
1999-08-11,4144.08,0.55,20.35,64
1999-08-12,4104.44,0,16.68,56.33
1999-08-13,4054.18,0,13.8,64.05
1999-08-14,4005.41,0,11.31,60.09
1999-08-15,3977.42,0.65,11.18,39.17
1999-08-16,3937.27,0,8.35,48.5
1999-08-17,3888.58,0,8.64,57.34
1999-08-18,3847,33.95,11.16,52.75
1999-08-19,3870.93,50.6,89.99,66.06
1999-08-20,3872.71,5.55,76.56,74.74
1999-08-21,3859.1,1.9,46.57,71.33
1999-08-22,3820.25,0.05,31.85,59.53
1999-08-23,3792.17,0.55,24.71,52.78
1999-08-24,3761.92,0,17.25,47.5
1999-08-25,3736.42,0,14.98,40.49
1999-08-26,3718.89,9.45,17.68,35.21
1999-08-27,3703.03,19.1,20.16,36.02
1999-08-28,3693.34,1.4,29.78,39.48
1999-08-29,3693.7,0.25,30.21,29.85
1999-08-30,3686.01,1.15,27.29,34.97
1999-08-31,3672.12,1.8,20.87,34.76
1999-09-01,3655.47,0.3,18.8,35.45
1999-09-02,3634.83,0,14.61,35.26
1999-09-03,3625.66,0,12.99,22.15
1999-09-04,3620.29,0,11.66,17.04
1999-09-05,3626.77,43.9,21.27,14.79
1999-09-06,3654.88,1.8,43.55,15.44
1999-09-07,3679.03,7.9,39.85,15.7
1999-09-08,3695.52,0.05,32.08,15.6
1999-09-09,3705.79,0.4,26.07,15.8
1999-09-10,3717.87,9.75,27.79,15.71
1999-09-11,3726.15,0.15,24.01,15.73
1999-09-12,3731.47,0.1,21.16,15.85
1999-09-13,3726.54,0,17.81,22.74
1999-09-14,3726.23,0.25,15.32,15.63
1999-09-15,3726.47,0.15,14.24,14
1999-09-16,3723.89,0.05,10.54,13.13
1999-09-17,3723.26,0.6,11.53,12.17
1999-09-18,3723.74,19.5,19.92,19.46
1999-09-19,3723.88,46.3,22.84,22.7
1999-09-20,3935.77,116.6,398.83,39.61
1999-09-21,4593.03,27.55,578.77,68.85
1999-09-22,4726.91,6.1,265.78,131.9
1999-09-23,4750.78,24.45,211.34,187.47
1999-09-24,4861.34,27,317.1,239.66
1999-09-25,4860.52,0.15,211.42,251.52
1999-09-26,4839.67,0,136.22,157.08
1999-09-27,4818.29,0,73.24,94.62
1999-09-28,4795.8,0,43.89,66.39
1999-09-29,4760.87,0,34.75,69.68
1999-09-30,4726.45,0,28.49,62.91
1999-10-01,4699.58,8.2,26.33,53.21
1999-10-02,4674.25,21.95,34.78,60.12
1999-10-03,4660.37,0,33.84,47.73
1999-10-04,4639.11,0,27.86,49.13
1999-10-05,4631.85,0,23.98,31.24
1999-10-06,4631.28,0.15,20.79,27.98
1999-10-07,4611.21,0.15,18.05,31.48
1999-10-08,4593.29,0,17.29,35.21
1999-10-09,4577.5,0,14.61,30.4
1999-10-10,4575.66,19.15,17.36,19.2
1999-10-11,4591.45,21.6,50.23,34.44
1999-10-12,4630.33,0.15,66.34,27.46
1999-10-13,4646.18,0.05,41.71,25.86
1999-10-14,4651.89,0.05,33.93,28.23
1999-10-15,4639.18,0,21.98,34.69
1999-10-16,4630.07,0,21.08,30.21
1999-10-17,4626.57,0.25,17.34,20.83
1999-10-18,4613.99,0,17.51,30.1
1999-10-19,4596.25,0,14.13,31.87
1999-10-20,4592.16,0,12.49,16.58
1999-10-21,4588.69,0,12.77,16.24
1999-10-22,4585.21,0,12.42,15.89
1999-10-23,4581.52,0.05,10.8,14.5
1999-10-24,4577.18,0,9.15,13.5
1999-10-25,4572.84,0,8.79,13.12
1999-10-26,4569.34,0,9.33,12.84
1999-10-27,4566.44,0,9.85,12.74
1999-10-28,4560.31,12.8,9.85,15.98
1999-10-29,4554.18,2.05,10.52,16.66
1999-10-30,4550.72,12.6,11.7,15.15
1999-10-31,4548.9,24.8,12.8,14.63
1999-11-01,4553.15,12.4,20.26,14.39
1999-11-02,4575.8,0.2,31.49,10.47
1999-11-03,4590.15,0,26.54,12.18
1999-11-04,4597.76,0,21.18,13.57
1999-11-05,4604.15,0,18.78,12.39
1999-11-06,4607.25,0,15.7,12.61
1999-11-07,4609.51,0,13.39,11.13
1999-11-08,4611.39,0.2,14.17,12.29
1999-11-09,4608.29,0,13.49,16.59
1999-11-10,4602.94,0,11.47,16.82
1999-11-11,4592.63,2.4,11.18,21.49
1999-11-12,4586.86,5.45,10.85,16.62
1999-11-13,4586.64,0.05,11.75,11.97
1999-11-14,4585.39,0,9.34,10.59
1999-11-15,4579.85,0.1,10.08,15.63
1999-11-16,4569.2,0.05,7.88,18.52
1999-11-17,4559.4,0,8.1,17.9
1999-11-18,4549.83,0,7.83,17.4
1999-11-19,4540.88,0,8.52,17.47
1999-11-20,4533.36,0,9.37,16.89
1999-11-21,4525.65,0,8.03,15.74
1999-11-22,4515.33,0,7.15,17.47
1999-11-23,4502.8,0,5.71,18.23
1999-11-24,4492.52,0.95,7.26,17.54
1999-11-25,4482.26,1.6,7.11,17.38
1999-11-26,4470.81,0,5.89,17.34
1999-11-27,4459.79,0,6.34,17.37
1999-11-28,4450.39,0,8.14,17.54
1999-11-29,4431.24,0,2.92,22.07
1999-11-30,4418.31,0,5.31,18.25
1999-12-01,4403.61,0,5.25,19.95
1999-12-02,4389.74,0,5.72,19.6
1999-12-03,4371.18,0,4.97,23.53
1999-12-04,4357.79,0,4.96,18.35
1999-12-05,4345.21,0,5.89,18.47
1999-12-06,4325.43,0,4.72,24.5
1999-12-07,4310.19,0,4.86,20.11
1999-12-08,4294.39,0.05,4.32,20.12
1999-12-09,4280.95,0.7,4.66,18.1
1999-12-10,4267.53,0,4.63,18.05
1999-12-11,4256.09,0,4.33,15.77
1999-12-12,4246.79,0,3.69,12.99
1999-12-13,4237.86,0,4.98,13.9
1999-12-14,4228.76,0,4.87,13.97
1999-12-15,4218.33,0,3.13,13.56
1999-12-16,4208.5,3.25,4.01,13.83
1999-12-17,4198.69,0.15,4.19,14.01
1999-12-18,4187.74,0,2.99,13.94
1999-12-19,4179.12,0,3.98,12.61
1999-12-20,4168.2,0,2.96,13.88
1999-12-21,4157.12,0,2.87,13.94
1999-12-22,4144.73,0,1.7,14.08
1999-12-23,4134.45,0,3.53,13.82
1999-12-24,4124.19,1.9,4.4,13.83
1999-12-25,4115.26,0.05,4.68,13.6
1999-12-26,4103.36,0.15,2.02,13.93
1999-12-27,4091.83,0.15,2.43,13.96
1999-12-28,4081.64,0.5,3.84,14.02
1999-12-29,4071.47,0.05,3.78,13.95
1999-12-30,4061.32,0,3.97,14.13
1999-12-31,4047.83,0,2.65,15.58
2000-01-01,4033.28,0,3.49,18.04
2000-01-02,4023.19,7.45,4.24,14.33
2000-01-03,4010.18,2,3.58,16.59
2000-01-04,3997.37,0,3.7,16.51
2000-01-05,3987.18,5.5,5.4,15.6
2000-01-06,3978.81,14,7.36,15.72
2000-01-07,3968.05,0,4.92,15.69
2000-01-08,3959.16,0,6.77,15.66
2000-01-09,3952.86,0,7.67,13.97
2000-01-10,3941.25,0,4.14,15.74
2000-01-11,3929.67,0,4.13,15.71
2000-01-12,3918.85,0.4,5.14,15.97
2000-01-13,3911.13,3.4,5.94,15.83
2000-01-14,3898.35,0.15,5.12,15.72
2000-01-15,3886.87,0.1,4.51,15.99
2000-01-16,3875.6,0.1,3.18,14.44
2000-01-17,3863.63,0,3.63,15.6
2000-01-18,3852.94,0,5.2,15.89
2000-01-19,3840.48,0,3.19,15.66
2000-01-20,3828.05,0,3.27,15.71
2000-01-21,3811.88,0,3.14,19.31
2000-01-22,3796.84,0.3,3.74,18.78
2000-01-23,3782.91,1.6,3.46,17.39
2000-01-24,3767.77,0,2.42,17.56
2000-01-25,3752.33,0,3.68,19.13
2000-01-26,3735.87,0,2.89,19.34
2000-01-27,3719.99,0,3.28,19.16
2000-01-28,3702.24,0,1.43,19.19
2000-01-29,3686.29,0,3.07,19.02
2000-01-30,3669.53,0,2.83,19.6
2000-01-31,3653.17,0,2.85,19.22
2000-02-01,3634.26,0,1.84,20.75
2000-02-02,3615.42,0,1.94,20.77
2000-02-03,3595.27,0,3.17,23.33
2000-02-04,3577.59,0,1.77,19.46
2000-02-05,3557.77,0,0.79,20.61
2000-02-06,3540.57,0,2.14,18.66
2000-02-07,3523.12,0,2.2,20.35
2000-02-08,3504.71,0,2.33,20.74
2000-02-09,3485.69,0,2,21
2000-02-10,3466.75,0,1.97,20.91
2000-02-11,3446.88,0,1.49,21.38
2000-02-12,3428.02,0,2.44,21.3
2000-02-13,3409.74,0,2.03,20.31
2000-02-14,3388.57,0.25,1.4,22.58
2000-02-15,3366.17,0,1.05,23.45
2000-02-16,3345.02,0,1.88,23.03
2000-02-17,3323.01,0,1.22,23.24
2000-02-18,3301.58,0,1.3,22.72
2000-02-19,3281.7,0,1.22,21.1
2000-02-20,3262.86,0,1.51,20.35
2000-02-21,3242.2,0,1.2,21.86
2000-02-22,3223.06,0,1.51,20.67
2000-02-23,3203.99,0,1.69,20.76
2000-02-24,3187.57,0,1.62,18.04
2000-02-25,3177.94,0,2.68,12.31
2000-02-26,3166.75,0,1.94,13.13
2000-02-27,3155.29,0.75,1.95,13.41
2000-02-28,3143.52,1.3,1.68,13.44
2000-02-29,3130.86,0,1.05,13.71
2000-03-01,3119.33,0,1.31,12.86
2000-03-02,3108.46,0,2.19,13.06
2000-03-03,3097.9,0,2.37,12.93
2000-03-04,3086.91,0,1.68,12.68
2000-03-05,3076.41,0,2.21,12.72
2000-03-06,3065.47,0.05,1.94,12.88
2000-03-07,3054.56,0,2.28,13.18
2000-03-08,3043.23,0,2.06,13.39
2000-03-09,3031.48,0,1.63,13.38
2000-03-10,3020.83,0,2.45,13.12
2000-03-11,3010.2,0,2.75,13.37
2000-03-12,2999.61,0,1.94,12.55
2000-03-13,2987.97,0,1.69,13.33
2000-03-14,2976.82,0,2.12,13.27
2000-03-15,2967.36,0.3,2.88,12.33
2000-03-16,2956.88,3.7,1.81,12.3
2000-03-17,2948.08,0,2.74,11.53
2000-03-18,2938.69,0,2.23,11.62
2000-03-19,2930.2,2.4,2.79,11.27
2000-03-20,2921.3,0,2.87,11.78
2000-03-21,2911.53,0,2.4,12.17
2000-03-22,2900.93,0,1.74,12.35
2000-03-23,2891.65,0,3.25,12.52
2000-03-24,2879.72,0,1.87,13.8
2000-03-25,2871.1,0,2.04,11.5
2000-03-26,2862.06,0,3.5,12.54
2000-03-27,2853.05,0,3.1,12.12
2000-03-28,2843.72,10.4,2.76,12.1
2000-03-29,2836.37,2.35,5.04,12.38
2000-03-30,2827.67,0,3.8,12.49
2000-03-31,2820.02,0,4.37,12.04
2000-04-01,2812.2,0,4.33,12.15
2000-04-02,2808.13,0,3.86,9.29
2000-04-03,2799.67,0,4.49,12.95
2000-04-04,2790.21,0,3.91,13.36
2000-04-05,2781.79,0,4.62,13.05
2000-04-06,2773.39,0,4.64,13.04
2000-04-07,2765.59,0,5.05,12.86
2000-04-08,2756.82,0,4.49,13.27
2000-04-09,2747.47,0.05,3.76,13.12
2000-04-10,2737.15,6.3,3.88,14.21
2000-04-11,2728.44,0,4.17,12.89
2000-04-12,2719.16,0,4.14,13.43
2000-04-13,2708.92,0,3.02,13.26
2000-04-14,2698.71,0,3.1,13.33
2000-04-15,2690.27,1.4,4.8,13.25
2000-04-16,2682.08,0,4.35,12.54
2000-04-17,2675.76,0,4.03,10.36
2000-04-18,2670.25,0,4.35,9.87
2000-04-19,2666.73,12.5,5.3,8.85
2000-04-20,2662.16,0.05,4.92,9.5
2000-04-21,2662.64,4.95,11.04,10.58
2000-04-22,2659.9,16.7,10.68,13.43
2000-04-23,2657.62,0,10.7,12.99
2000-04-24,2652.81,0,8.56,13.38
2000-04-25,2648.42,0,8.53,12.93
2000-04-26,2643.24,2.35,7.67,13.18
2000-04-27,2638.26,2.5,8.45,13.44
2000-04-28,2631.73,0.65,7.01,13.53
2000-04-29,2624.47,0.35,5.85,13.11
2000-04-30,2617.43,0.15,5.62,12.67
2000-05-01,2609.62,1.4,7.4,15.22
2000-05-02,2601.45,0.15,5.67,13.85
2000-05-03,2591.97,0,4.33,13.82
2000-05-04,2582.51,0.1,4.37,13.85
2000-05-05,2572.69,1.8,3.94,13.76
2000-05-06,2563.67,4.2,4.92,13.94
2000-05-07,2556.95,0,6.83,13.58
2000-05-08,2547.59,0,4.42,13.8
2000-05-09,2538.24,0,4.14,13.48
2000-05-10,2528.93,12.05,4.46,13.77
2000-05-11,2521.35,1.2,5.66,13.25
2000-05-12,2513.02,0.15,5.5,13.83
2000-05-13,2503.97,0,4.78,13.87
2000-05-14,2494.94,1,4.82,13.87
2000-05-15,2485.94,4.6,4.35,13.37
2000-05-16,2478.83,4,6.72,13.82
2000-05-17,2472.5,3.5,6.78,12.67
2000-05-18,2464.32,0.75,4.71,12.91
2000-05-19,2457.66,16.6,6.27,12.94
2000-05-20,2459.66,5,12.82,10.84
2000-05-21,2463.67,0,16.49,12.49
2000-05-22,2465.02,0,14.28,12.93
2000-05-23,2465.78,1.9,13.75,13
2000-05-24,2465.78,0,11.65,11.67
2000-05-25,2462.06,0,7.98,11.71
2000-05-26,2456.32,1.2,5.95,11.71
2000-05-27,2455.19,19.8,10.56,11.7
2000-05-28,2455.52,1.2,12.15,11.81
2000-05-29,2455.1,0,11.36,11.8
2000-05-30,2455.06,0,11.55,11.63
2000-05-31,2454.26,0,10.87,11.7
2000-06-01,2444.59,0.3,8.05,17.36
2000-06-02,2433.47,0,7.26,17.29
2000-06-03,2423.48,0.1,6.23,17.34
2000-06-04,2412.06,0,5.9,17.33
2000-06-05,2397.97,0.05,3.24,17.32
2000-06-06,2384.65,0,3.99,17.32
2000-06-07,2371.05,0.05,4.24,17.32
2000-06-08,2356.77,2.95,3.05,17.33
2000-06-09,2343.61,5.65,4.65,17.28
2000-06-10,2331.04,6.55,3.19,17.36
2000-06-11,2316.73,0.25,4.61,17.35
2000-06-12,2303.73,0,3.81,17.34
2000-06-13,2290.95,2.9,4.09,17.39
2000-06-14,2277.18,3.75,3.55,17.33
2000-06-15,2262.27,0,3.53,17.41
2000-06-16,2248.58,0,3.11,17.32
2000-06-17,2234.06,0.3,2.32,17.37
2000-06-18,2220.11,0,2.87,17.33
2000-06-19,2202.68,0,1.26,18.19
2000-06-20,2185.34,0,1.35,19.19
2000-06-21,2169.61,3.35,1.98,18.21
2000-06-22,2154.3,6.55,4.88,18.2
2000-06-23,2139.72,3.5,2.62,18.2
2000-06-24,2124.71,1.2,3.69,18.21
2000-06-25,2107.83,0.05,3.26,18.2
2000-06-26,2095.75,16.6,4.16,18.2
2000-06-27,2126.62,41.05,49.58,18.21
2000-06-28,2141.05,0.1,31.14,18.21
2000-06-29,2135.28,22.25,19.47,24.24
2000-06-30,2142.15,12.5,30.68,24.31
2000-07-01,2154.26,0,35.32,24.24
2000-07-02,2151.48,0,24.53,24.27
2000-07-03,2143.47,0.05,14.22,24.26
2000-07-04,2133.29,3.45,15.06,24.25
2000-07-05,2119.44,0.45,9.87,24.23
2000-07-06,2108.06,4.4,9.69,21.58
2000-07-07,2095.57,5.5,9.62,21.63
2000-07-08,2084.95,0,10.51,21.63
2000-07-09,2072.73,0,8.9,21.62
2000-07-10,2059.1,0.1,8.49,21.63
2000-07-11,2044.45,13.1,8.42,21.63
2000-07-12,2034.69,9.4,10.88,21.61
2000-07-13,2023.78,0,13.11,21.63
2000-07-14,2013.82,0,9.75,21.63
2000-07-15,2006.08,0.3,6,14.71
2000-07-16,1996.27,0.25,6.76,14.68
2000-07-17,1988.38,0,5.41,14.71
2000-07-18,1978.78,0,4.64,14.71
2000-07-19,1970.34,6.9,5.81,14.71
2000-07-20,1961.33,1.1,6.19,14.75
2000-07-21,1952.48,0.5,5.4,14.71
2000-07-22,1966.39,75.95,28.18,12.42
2000-07-23,2149.75,7.55,186.04,4.07
2000-07-24,2214.87,0.1,79.7,12.97
2000-07-25,2240.3,0.4,37.34,12.98
2000-07-26,2253.6,0.25,25.75,12.99
2000-07-27,2258.3,0.25,17.69,12.99
2000-07-28,2256.66,0,14.81,16.45
2000-07-29,2253.6,7.65,12.3,16.45
2000-07-30,2251.7,17,15.62,16.43
2000-07-31,2306.03,42.5,69.67,16.43
2000-08-01,2360.01,0.05,70.4,16.44
