Date,sto,rain,inflow,outflow
2014-02-09,3040.8,4.95,7.07,10.83
2014-02-10,3032.13,0.57,2.14,10.81
2014-02-11,3024.74,0.04,3.42,10.82
2014-02-12,3016.11,0,2.19,10.82
2014-02-13,3008.88,0.17,3.57,10.79
2014-02-14,2999.79,0.11,1.74,10.83
2014-02-15,2991.4,0,2.44,10.83
2014-02-16,2982.9,0,2.3,10.8
2014-02-17,2974.41,0.12,2.3,10.78
2014-02-18,2966.71,0.48,3.07,10.77
2014-02-19,2957.8,0.03,1.88,10.8
2014-02-20,2949.51,0,2.51,10.8
2014-02-21,2940.63,0,1.93,10.82
2014-02-22,2934.55,0,4.71,10.79
2014-02-23,2926.94,0,3.2,10.82
2014-02-24,2917.49,0,1.38,10.83
2014-02-25,2907.91,0,1.25,10.82
2014-02-26,2899.13,0,2.02,10.82
2014-02-27,2890.68,0,2.36,10.81
2014-02-28,2883.92,0,4.05,10.8
2014-03-01,2875.04,0.23,1.93,10.82
2014-03-02,2871.81,0.06,7.57,10.8
2014-03-03,2862.96,0.07,1.93,10.78
2014-03-04,2856.54,0,4.41,10.82
2014-03-05,2848.93,1.25,3.21,10.82
2014-03-06,2841.8,0.01,3.67,10.8
2014-03-07,2834.22,0,3.23,10.8
2014-03-08,2826.06,0,2.63,10.8
2014-03-09,2819.7,0.97,4.46,10.81
2014-03-10,2811.13,0.03,2.22,10.81
2014-03-11,2802.11,0.09,1.79,10.8
2014-03-12,2795.66,12.07,4.38,10.83
2014-03-13,2788.91,4.06,4.07,10.82
2014-03-14,2782.18,0.02,4.09,10.82
2014-03-15,2776.96,0.02,5.57,10.79
2014-03-16,2770.69,0,4.53,10.78
2014-03-17,2762.22,2.91,2.36,10.83
2014-03-18,2760.01,4.34,8.63,10.85
2014-03-19,2760.6,1.44,11.42,10.83
2014-03-20,2765.62,9.97,15.8,10.78
2014-03-21,2767.1,0.25,12.29,10.82
2014-03-22,2766.95,0,10.65,10.79
2014-03-23,2766.23,0,10.09,10.83
2014-03-24,2763.86,0,8.43,10.79
2014-03-25,2761.65,0.16,8.6,10.82
2014-03-26,2761.82,0.5,11,10.83
2014-03-27,2764.53,0,13.51,10.8
2014-03-28,2766.36,0,12.61,10.78
2014-03-29,2769.24,3.78,13.69,10.81
2014-03-30,2771.71,5.69,13.25,10.79
2014-03-31,2774.34,0,13.43,10.8
2014-04-01,2771.37,0,10.05,13.03
2014-04-02,2768.11,0,9.81,13.06
2014-04-03,2764.37,32.95,9.32,13.06
2014-04-04,2755.83,2.83,10.52,19.06
2014-04-05,2747.46,4.59,8.11,16.47
2014-04-06,2739.57,1.02,8.57,16.46
2014-04-07,2730.84,0,10.35,19.1
2014-04-08,2721.67,0,8.61,17.78
2014-04-09,2713.73,0,9.9,17.83
2014-04-10,2705.83,0,9.87,17.77
2014-04-11,2696.5,0,9.79,19.11
2014-04-12,2690.69,0.37,8.05,13.86
2014-04-13,2688.08,0,11.28,13.89
2014-04-14,2674.93,0,3.31,16.46
2014-04-15,2665,0,5.25,15.17
2014-04-16,2656.56,0,6.74,15.19
2014-04-17,2645.59,5.73,6.41,17.4
2014-04-18,2634.5,0.25,6.27,17.36
2014-04-19,2624.32,0,5,15.2
2014-04-20,2615.15,0,6,15.17
2014-04-21,2605.02,0,2.96,13.09
2014-04-22,2596.03,0,4.11,13.1
2014-04-23,2587.07,0,4.12,13.08
2014-04-24,2577.58,0,3.58,13.06
2014-04-25,2567.69,0,4.38,14.27
2014-04-26,2558.49,0,2.55,11.75
2014-04-27,2551.14,6.78,4.36,11.71
2014-04-28,2542.73,21.68,5.85,14.27
2014-04-29,2536.58,20.21,6.82,12.98
2014-04-30,2539.84,1.39,16.25,12.99
2014-05-01,2553.79,0,27.38,13.43
2014-05-02,2551.84,0.27,12.11,14.05
2014-05-03,2549.91,0.02,10.88,12.82
2014-05-04,2542.54,2.17,6.06,13.41
2014-05-05,2537.28,0.19,8.2,13.46
2014-05-06,2528.8,0.25,4.38,12.86
2014-05-07,2520.23,0,5.78,14.35
2014-05-08,2513.71,22.42,6.91,13.43
2014-05-09,2503.59,0,3.96,14.07
2014-05-10,2495.11,0,4.39,12.88
2014-05-11,2487.18,23.82,4.95,12.88
2014-05-12,2480.24,21.18,7.12,14.07
2014-05-13,2472.91,0,6.26,13.6
2014-05-14,2465.8,0,6.17,13.28
2014-05-15,2458.82,0.61,5.6,12.58
2014-05-16,2451.43,0,5.2,12.58
2014-05-17,2442.63,0,3.8,12.62
2014-05-18,2434.45,0,4.42,12.59
2014-05-19,2425.28,0,3.4,12.58
2014-05-20,2416.22,0,3.57,12.61
2014-05-21,2406.1,3.58,2.46,12.57
2014-05-22,2396.62,0.03,3.12,12.61
2014-05-23,2386.66,0,2.67,12.62
2014-05-24,2377.24,0,3.15,12.57
2014-05-25,2367.77,3.1,3.1,12.57
2014-05-26,2357.52,8.5,2.35,12.61
2014-05-27,2347.71,0,2.83,12.63
2014-05-28,2336.55,0.09,1.42,12.57
2014-05-29,2327.31,0.02,3.36,12.59
2014-05-30,2316.31,0,1.56,12.56
2014-05-31,2304.81,0,1.04,12.55
2014-06-01,2293.15,0,1.51,13.17
2014-06-02,2282.49,0.97,2.53,13.19
2014-06-03,2271.33,7.69,2.08,13.24
2014-06-04,2259.39,1.7,1.3,13.23
2014-06-05,2247.91,2.38,1.74,13.22
2014-06-06,2237.36,0.04,2.66,13.22
2014-06-07,2225.96,0.63,1.81,13.2
2014-06-08,2214.22,4.41,1.44,13.19
2014-06-09,2203.38,17.67,2.38,13.22
2014-06-10,2192.64,5.46,2.47,13.21
2014-06-11,2183.71,2.24,4.28,13.21
2014-06-12,2173.5,3.38,2.99,13.21
2014-06-13,2163.73,7.49,3.4,13.18
2014-06-14,2154.48,0,3.93,13.17
2014-06-15,2142.57,0,1.33,13.24
2014-06-16,2132.45,0.2,3.13,13.24
2014-06-17,2121.74,1.68,2.48,13.19
2014-06-18,2110.24,1.94,1.73,13.24
2014-06-19,2098.73,4.25,1.67,13.19
2014-06-20,2088.14,1.63,2.71,13.3
2014-06-21,2076.72,6.32,1.85,13.27
2014-06-22,2068.73,24.59,5.33,13.3
2014-06-23,2059.96,19.7,4.58,13.35
2014-06-24,2052.41,9.13,5.76,13.3
2014-06-25,2044.02,0.65,4.89,13.28
2014-06-26,2035.32,0.07,4.58,13.28
2014-06-27,2026.66,0,4.58,13.24
2014-06-28,2016.78,7.3,3.42,13.29
2014-06-29,2007.8,0.09,4.3,13.27
2014-06-30,1997.51,16.44,2.94,13.23
2014-07-01,1988.48,8.08,3.27,12.29
2014-07-02,1980.97,8.84,4.78,12.29
2014-07-03,1973.53,16.88,4.87,12.31
2014-07-04,1968.51,0.55,7.24,12.27
2014-07-05,1961.78,0,5.57,12.29
2014-07-06,1954.04,0.32,4.54,12.29
2014-07-07,1945.58,0,3.81,12.27
2014-07-08,1936.72,4.69,3.53,12.38
2014-07-09,1928.94,21.08,4.55,12.34
2014-07-10,1919.31,0.35,2.64,12.27
2014-07-11,1910.91,0,3.94,12.34
2014-07-12,1901.75,0,3.13,12.28
2014-07-13,1891.45,1.55,2,12.3
2014-07-14,1881.6,0,2.46,12.31
2014-07-15,1870.61,0.32,1.3,12.29
2014-07-16,1861.53,0.88,3.23,12.31
2014-07-17,1850.51,0.52,1.3,12.32
2014-07-18,1839.94,7.07,1.71,12.28
2014-07-19,1829.02,3.71,1.34,12.27
2014-07-20,1818.14,0.04,1.43,12.31
2014-07-21,1807.73,0,1.92,12.34
2014-07-22,1796.56,2.51,1.14,12.31
2014-07-23,1787.85,35.94,3.55,12.26
2014-07-24,1779.46,18.36,3.89,12.28
2014-07-25,1774.14,38.94,6.96,12.28
2014-07-26,1770.77,9.56,8.93,12.3
2014-07-27,1766.34,2.04,7.89,12.32
2014-07-28,1760.58,0,6.56,12.31
2014-07-29,1753.37,0.98,5.08,12.28
2014-07-30,1745.47,0.4,4.38,12.29
2014-07-31,1736.47,23.88,3.3,12.31
2014-08-01,1728.24,0.04,4.5,12.73
2014-08-02,1719.64,0.55,4.12,12.72
2014-08-03,1715.45,29.43,8.55,12.74
2014-08-04,1714.55,9.66,11.85,12.75
2014-08-05,1717.67,7.5,14.73,11.61
2014-08-06,1718.83,22.3,12.77,11.62
2014-08-07,1727.06,21.95,19.86,11.63
2014-08-08,1739.85,0.35,24.41,11.61
2014-08-09,1746.58,2.72,18.34,11.6
2014-08-10,1759.37,87.99,24.39,11.61
2014-08-11,1832.22,2.66,84.45,11.6
2014-08-12,1885.66,0,65.08,11.62
2014-08-13,1907.37,6.76,33.31,11.6
2014-08-14,1918.29,11.11,22.62,11.7
2014-08-15,1923.31,1.75,16.6,11.58
2014-08-16,1927.27,5.83,15.57,11.62
2014-08-17,1929.52,12.58,13.87,11.62
2014-08-18,1942.37,57.62,24.46,11.61
2014-08-19,1990.33,42.09,59.54,11.59
2014-08-20,2067.42,8.05,89.55,12.47
2014-08-21,2169.11,93.16,113.31,11.63
2014-08-22,2297.65,4.14,140.12,11.59
2014-08-23,2363.83,0,77.77,11.59
2014-08-24,2399.22,0.25,46.99,11.61
2014-08-25,2422.05,8.77,34.4,11.58
2014-08-26,2437.6,11.77,27.16,11.6
2014-08-27,2451.59,0.09,25.61,11.62
2014-08-28,2461.02,0,21.03,11.61
2014-08-29,2467.78,1.73,18.4,11.63
2014-08-30,2471.97,0,15.8,11.61
2014-08-31,2473.58,0,13.23,11.62
2014-09-01,2472.59,0,10.18,11.16
2014-09-02,2470.99,4.19,9.59,11.19
2014-09-03,2516.08,153.61,56.28,11.18
2014-09-04,2606.09,3.12,101.2,11.19
2014-09-05,2652.32,0,57.42,11.19
2014-09-06,2678.52,0,37.42,11.21
2014-09-07,2694.32,0,26.98,11.18
2014-09-08,2703.88,0,20.74,11.18
2014-09-09,2709.26,0,16.6,11.21
2014-09-10,2712.14,0.13,14.07,11.18
2014-09-11,2712.93,0,11.97,11.18
2014-09-12,2711.36,2.69,9.61,11.19
2014-09-13,2709.39,0.05,9.21,11.18
2014-09-14,2706.77,0,8.61,11.23
2014-09-15,2702.05,0,6.44,11.16
2014-09-16,2697.34,0,6.5,11.21
2014-09-17,2692.63,0.68,6.5,11.19
2014-09-18,2687.55,0.07,6.08,11.16
2014-09-19,2681.17,0,4.81,11.19
2014-09-20,2675.46,0.07,5.49,11.2
2014-09-21,2668.72,0,4.45,11.19
2014-09-22,2662,0,4.44,11.17
2014-09-23,2654.65,0.07,3.84,11.19
2014-09-24,2664.66,68.62,21.18,11.15
2014-09-25,2675.15,0.1,21.64,11.16
2014-09-26,2678.53,0,14.53,11.15
2014-09-27,2678.91,0,11.51,11.12
2014-09-28,2677.35,0.21,9.6,11.16
2014-09-29,2674.1,9.77,7.93,11.19
2014-09-30,2669.95,0.4,7.02,11.18
2014-10-01,2665.14,0.04,6.17,10.97
2014-10-02,2660.34,8.05,6.15,10.94
2014-10-03,2655.94,0.25,6.59,10.98
2014-10-04,2648.83,0.04,3.86,10.96
2014-10-05,2641.74,0,3.88,10.97
2014-10-06,2635.95,0.09,5.19,10.97
2014-10-07,2627.47,0,2.89,11.36
2014-10-08,2620.43,0,3.89,10.93
2014-10-09,2614.29,0,4.84,10.98
2014-10-10,2605.37,0.87,2.92,11.85
2014-10-11,2598,0.02,2.76,10.14
2014-10-12,2591.66,0,3.78,10.13
2014-10-13,2583.18,12.71,3.38,11.84
2014-10-14,2578.31,0.07,6.08,10.96
2014-10-15,2576.53,0,9.22,11
2014-10-16,2572.87,4.78,7.33,10.98
2014-10-17,2564.72,0,3.71,11.87
2014-10-18,2561.94,0,7.35,10.13
2014-10-19,2555.06,0,3.22,10.1
2014-10-20,2550.34,41.21,6.39,11.11
2014-10-21,2573.92,83.65,33.83,10.23
2014-10-22,2625.06,3.36,62.08,10.96
2014-10-23,2663.63,0,49.59,11.01
2014-10-24,2681.14,0,29.35,11.82
2014-10-25,2691.38,0,20.36,10.12
2014-10-26,2695.93,0.35,14.66,10.1
2014-10-27,2696.79,0.05,12.69,11.84
2014-10-28,2695.92,0,10.12,10.98
2014-10-29,2694.01,0,9.11,11.02
2014-10-30,2690.48,0,7.44,10.98
2014-10-31,2690.96,23.24,11.48,11
2014-11-01,2696.03,3.33,15.83,10.76
2014-11-02,2703.91,4.88,17.74,9.86
2014-11-03,2707.69,0,15.37,11.59
2014-11-04,2709.84,0,12.93,10.78
2014-11-05,2711.33,0,12.22,10.73
2014-11-06,2710.41,0.08,9.77,10.69
2014-11-07,2707.84,0.41,9,11.57
2014-11-08,2706.25,0.61,8.27,9.87
2014-11-09,2704.37,0.09,7.98,9.86
2014-11-10,2699.4,0,6.61,11.57
2014-11-11,2695.11,0,6.41,10.7
2014-11-12,2690.53,6.02,6.17,10.74
2014-11-13,2684.54,0,4.71,10.72
2014-11-14,2678.25,0,5.3,11.58
2014-11-15,2674.36,0,5.96,9.85
2014-11-16,2666.08,0,1.56,9.84
2014-11-17,2661.46,0.09,6.93,11.55
2014-11-18,2654.55,0,3.79,10.71
2014-11-19,2648.3,0.03,4.49,10.72
2014-11-20,2641.05,0,3.48,10.75
2014-11-21,2633.13,0,3.67,11.58
2014-11-22,2627.96,1.01,4.66,9.83
2014-11-23,2621.78,0.06,3.67,9.86
2014-11-24,2610.98,0.64,0.75,11.55
2014-11-25,2605.11,3.59,4.83,10.7
2014-11-26,2597.66,0.02,3.27,10.74
2014-11-27,2590.58,0.03,3.62,10.69
2014-11-28,2581.56,17.15,2.56,11.57
2014-11-29,2578.14,0.97,6.42,9.84
2014-11-30,2572.49,13.79,5.07,10.73
2014-12-01,2565.84,1.59,4,10.66
2014-12-02,2559.12,0,4,10.72
2014-12-03,2552.77,0.28,4.37,10.71
2014-12-04,2545.07,0.01,3.04,10.74
2014-12-05,2537.11,0,2.75,10.7
2014-12-06,2530.17,0,3.78,10.72
2014-12-07,2522.52,0,2.21,9.86
2014-12-08,2512.35,0,2.31,12.47
2014-12-09,2505.47,0,3.81,10.69
2014-12-10,2495.99,0,1.24,10.72
2014-12-11,2488.43,0.11,3.16,10.72
2014-12-12,2478.12,0.08,1.28,11.59
2014-12-13,2471.23,0,2.97,9.86
2014-12-14,2464,0,2.61,9.85
2014-12-15,2453.78,7.34,1.36,11.58
2014-12-16,2446.33,9.98,3.28,10.73
2014-12-17,2436.69,0,1.11,10.74
2014-12-18,2427.8,0,1.81,10.7
2014-12-19,2417.63,0,1.4,11.59
2014-12-20,2409.66,3.66,1.84,9.8
2014-12-21,2401.72,0,1.95,9.89
2014-12-22,2392.6,0.02,2.45,11.58
2014-12-23,2382.91,0,1,10.69
2014-12-24,2373.85,0.33,2.52,11.58
2014-12-25,2366.03,0,2,9.83
2014-12-26,2355.85,0,1.41,11.59
2014-12-27,2347.49,0,1.47,9.84
2014-12-28,2339.15,0,1.57,9.9
2014-12-29,2328.74,0,1.12,11.54
2014-12-30,2321.41,0,3.38,10.72
2014-12-31,2311.08,0.35,0.41,10.74
2015-01-01,2302.42,0,2.11,10.77
2015-01-02,2292.86,0,1.44,11
2015-01-03,2283.33,0,1.24,10.76
2015-01-04,2275.89,0,2.45,9.9
2015-01-05,2265.3,0.34,0.98,11.58
2015-01-06,2257.35,4.4,2.78,10.73
2015-01-07,2247.94,0,1.29,10.71
2015-01-08,2238.02,0,0.78,10.7
2015-01-09,2228.47,0,1.19,10.73
2015-01-10,2219.73,0,1.98,10.72
2015-01-11,2211.01,1.17,1.15,9.87
2015-01-12,2201.21,0,1.79,11.58
2015-01-13,2192.56,0,2.07,10.74
2015-01-14,2182.6,0,0.74,10.69
2015-01-15,2173.99,0.02,2.09,10.7
2015-01-16,2162.69,0.62,0.26,11.56
2015-01-17,2156.31,0,3.45,9.83
2015-01-18,2147.77,1.97,1.29,9.82
2015-01-19,2136.56,1.94,0.4,11.6
2015-01-20,2127.55,0,1.63,10.65
2015-01-21,2117.5,0.18,0.67,10.73
2015-01-22,2109.08,2.99,2.37,10.79
2015-01-23,2098.02,0.29,0.5,11.55
2015-01-24,2089.65,0.38,1.47,9.84
2015-01-25,2081.12,4.77,1.34,9.88
2015-01-26,2071.22,3.89,1.65,11.55
2015-01-27,2061.89,0.19,1.49,10.82
2015-01-28,2053.44,0,2.24,10.69
2015-01-29,2044.37,0.2,1.61,10.69
2015-01-30,2033.25,0.31,0.43,11.53
2015-01-31,2024.76,0,1.31,9.8
2015-02-01,2015.77,0,0.93,9.91
2015-02-02,2006.12,0,1.91,11.57
2015-02-03,1997.71,0,2.3,10.71
2015-02-04,1987.8,0,0.72,10.62
2015-02-05,1978.56,0.08,1.42,10.66
2015-02-06,1969.73,0,2.75,11.58
2015-02-07,1960.43,0,0.51,9.81
2015-02-08,1951.66,0,1.09,9.86
2015-02-09,1941.43,0.03,1.35,11.59
2015-02-10,1931.72,0.08,1.02,10.73
2015-02-11,1922.06,0,1.06,10.73
2015-02-12,1913.9,0,2.56,10.72
2015-02-13,1903.32,0,0.96,11.54
2015-02-14,1896.21,0,2.72,9.84
2015-02-15,1887.16,0,0.83,9.87
2015-02-16,1878.94,14.18,3.3,11.52
2015-02-17,1869.78,5.38,2.41,11.59
2015-02-18,1861.61,2.42,2.54,10.7
2015-02-19,1854.92,0.31,3.18,9.89
2015-02-20,1845.53,0,1.24,10.63
2015-02-21,1837.92,11.1,3.14,10.76
2015-02-22,1832.05,1.91,4,9.85
2015-02-23,1822.29,0,1.79,11.55
2015-02-24,1815.39,0,3.84,10.73
2015-02-25,1811.12,0.76,6.46,10.73
2015-02-26,1803.92,1.19,3.47,10.68
2015-02-27,1795.95,0,3.73,11.69
2015-02-28,1788.96,0,2.61,9.6
2015-03-01,1785.55,0.27,6.34,9.75
2015-03-02,1775.61,0,1.63,11.57
2015-03-03,1767.41,1.95,2.51,10.71
2015-03-04,1761.37,0.11,4.64,10.68
2015-03-05,1752.91,0,2.29,10.74
2015-03-06,1742.37,0,0.97,11.51
2015-03-07,1735.53,0,2.93,9.78
2015-03-08,1727.01,0,1.29,9.82
2015-03-09,1717.49,0,1.97,11.48
2015-03-10,1710.84,0,4.08,10.73
2015-03-11,1701.24,0,1.01,10.62
2015-03-12,1693.17,0,2.59,10.65
2015-03-13,1685.83,4.82,3.29,10.64
2015-03-14,1679.83,0,4.6,10.58
2015-03-15,1669.33,0,0.16,10.68
2015-03-16,1661.35,0,2.65,10.63
2015-03-17,1655.87,0,5.17,10.65
2015-03-18,1647.65,23.49,2.39,10.61
2015-03-19,1643.93,0.07,6.95,10.66
2015-03-20,1642.37,0,9.03,10.6
2015-03-21,1643.25,0,11.41,10.53
2015-03-22,1639.66,0.03,7.09,10.69
2015-03-23,1639.55,0,10.58,10.7
2015-03-24,1636.69,0,7.74,10.61
2015-03-25,1636.71,0,9.07,9.04
2015-03-26,1632.71,0,5.01,9
2015-03-27,1631.03,0,7.33,9.02
2015-03-28,1627.04,0,5.04,9.03
2015-03-29,1623.49,0,5.49,9.04
2015-03-30,1616.82,0,2.32,9
2015-03-31,1615.7,6.37,7.89,9
2015-04-01,1611,10.03,5.14,9.83
2015-04-02,1607.59,26.06,6.4,9.81
2015-04-03,1624.99,39.16,27.2,9.79
2015-04-04,1648.64,3.02,33.42,9.78
2015-04-05,1667.78,3.12,28.97,9.82
2015-04-06,1680.26,0.64,22.3,9.82
2015-04-07,1687.55,0.41,17.12,9.83
2015-04-08,1692.08,0.1,14.36,9.83
2015-04-09,1697.08,0,14.9,9.9
2015-04-10,1697.81,0,10.71,9.97
2015-04-11,1697.81,0,9.95,9.95
2015-04-12,1695.75,0,7.85,9.91
2015-04-13,1694.13,1.96,8.26,9.87
2015-04-14,1694.58,19.01,10.43,9.99
2015-04-15,1694.87,2.76,10.2,9.91
2015-04-16,1692.66,15.39,7.66,9.87
2015-04-17,1692.64,0,9.85,9.86
2015-04-18,1693.95,0,11.22,9.92
2015-04-19,1695.39,17.7,11.31,9.86
2015-04-20,1700.67,19.93,15.12,9.86
2015-04-21,1709.3,0,18.53,9.9
2015-04-22,1719.16,0,19.72,9.84
2015-04-23,1726.56,0,17.34,9.94
2015-04-24,1731.01,0,14.35,9.9
2015-04-25,1733.53,0,12.42,9.9
2015-04-26,1735.32,0,11.7,9.92
2015-04-27,1735.16,0,9.75,9.91
2015-04-28,1734.71,0,9.43,9.88
2015-04-29,1733.36,0.71,8.54,9.89
2015-04-30,1732.18,0.03,8.7,9.89
2015-05-01,1728.01,0,6.8,10.97
2015-05-02,1726.82,1.96,9.81,11
2015-05-03,1720.45,7.21,4.58,10.96
2015-05-04,1715.57,0.32,6.11,10.98
2015-05-05,1710.13,0,5.55,11
2015-05-06,1704.55,0,5.4,10.97
2015-05-07,1698.12,0,4.57,11.01
2015-05-08,1691.85,0,4.75,11.02
2015-05-09,1685.9,0,5.08,11.04
2015-05-10,1678.67,0,3.8,11.02
2015-05-11,1672.47,15.73,4.81,11.01
2015-05-12,1666.32,21.21,4.84,10.99
2015-05-13,1660.45,0.18,5.2,11.07
2015-05-14,1653.75,0,4.35,11.03
2015-05-15,1648.36,0,5.67,11.06
2015-05-16,1641.14,0,3.87,11.09
2015-05-17,1636.19,0,6.09,11.03
2015-05-18,1627.76,0,2.62,11.04
2015-05-19,1620.63,6.34,3.9,11.04
2015-05-20,1612.28,1.23,2.67,11.01
2015-05-21,1605.2,0.09,3.94,11.02
2015-05-22,1596.9,0,2.74,11.03
2015-05-23,1589.34,0,3.45,11.02
2015-05-24,1580.95,0,2.56,10.95
2015-05-25,1571.94,0,1.94,10.96
2015-05-26,1563.21,0,2.21,10.93
2015-05-27,1554.11,0,1.88,10.99
2015-05-28,1545.05,0,1.87,10.93
2015-05-29,1535.95,0,1.89,10.97
2015-05-30,1526.51,0.45,1.56,11
2015-05-31,1516.84,0,1.33,11
2015-06-01,1507.31,0,1.95,11.49
2015-06-02,1497.13,0,1.35,11.53
2015-06-03,1486.61,0,0.93,11.46
2015-06-04,1476.93,0,1.82,11.5
2015-06-05,1466.5,4.13,1.05,11.49
2015-06-06,1455.86,0,1.02,11.5
2015-06-07,1445.3,0,0.99,11.47
2015-06-08,1434.55,0,1.02,11.48
2015-06-09,1424.27,0,1.43,11.51
2015-06-10,1413.93,0,1.16,11.49
2015-06-11,1407.75,0.58,1.04,7.19
2015-06-12,1401.6,7.27,1.02,7.16
2015-06-13,1395.96,9.47,1.58,7.21
2015-06-14,1390.49,6.77,1.69,7.17
2015-06-15,1384.89,0.88,1.57,7.16
2015-06-16,1382.22,3.2,1.92,4.59
2015-06-17,1380.42,2.12,1.59,3.39
2015-06-18,1379.15,0.3,2.12,3.4
2015-06-19,1377.34,1.14,1.52,3.32
2015-06-20,1377.34,23.26,3.31,3.31
2015-06-21,1377.09,0.14,3.07,3.32
2015-06-22,1374.91,9.21,1.14,3.32
2015-06-23,1374.39,3.85,2.81,3.33
2015-06-24,1373.49,8.01,2.42,3.33
2015-06-25,1374.13,3.93,3.98,3.33
2015-06-26,1377.96,62.85,7.17,3.33
2015-06-27,1387.38,1.09,12.75,3.33
2015-06-28,1392.64,1,8.57,3.32
2015-06-29,1397.93,0.07,8.61,3.32
2015-06-30,1402.21,5.07,6.11,1.82
2015-07-01,1405.58,8.74,5.63,2.26
2015-07-02,1406.51,1.66,3.61,2.7
2015-07-03,1408.17,2.22,4.97,3.31
2015-07-04,1407.38,0,2.53,3.31
2015-07-05,1407.5,5.31,3.43,3.31
2015-07-06,1407.24,1,3.01,3.26
2015-07-07,1408.93,1.92,3.45,1.76
2015-07-08,1410.9,22.51,3.73,1.76
2015-07-09,1413.38,0.23,4.22,1.74
2015-07-10,1417.08,0.02,5,1.29
2015-07-11,1418.38,0.28,1.98,0.68
2015-07-12,1424.02,42.13,6.53,0.88
2015-07-13,1437.49,17.54,15.2,1.74
2015-07-14,1448.53,2.63,12.37,1.32
2015-07-15,1458.69,0,11.46,1.32
2015-07-16,1464.47,0.6,7.97,2.19
2015-07-17,1468.12,0.24,6.44,2.79
2015-07-18,1470.54,0.29,5.21,2.8
2015-07-19,1473.37,7.59,5.63,2.8
2015-07-20,1474.55,1.65,4.26,3.06
2015-07-21,1475.49,7.86,3.99,3.06
2015-07-22,1479.83,23.15,5.15,0.81
2015-07-23,1485.73,67.13,6.61,0.71
2015-07-24,1549.48,101.31,64.48,0.72
2015-07-25,1667.97,51.9,119.21,0.73
2015-07-26,1762.94,7.68,95.67,0.71
2015-07-27,1811.03,0.02,49.41,1.32
2015-07-28,1838.77,0,29.47,1.74
2015-07-29,1866.71,29.82,28.65,0.7
2015-07-30,1888.63,0.03,22.63,0.72
2015-07-31,1904.03,5.43,17.98,2.58
2015-08-01,1918.64,9.56,17.25,2.64
2015-08-02,1937.98,23.45,21.98,2.66
2015-08-03,1958.37,1.31,21.12,0.74
2015-08-04,1976.57,0,19.95,1.75
2015-08-05,1987.69,0.04,13.74,2.62
2015-08-06,1995.57,0,10.49,2.61
2015-08-07,2001.48,7.13,9,3.08
2015-08-08,2007.23,29,8.81,3.06
2015-08-09,2017.05,0,12.87,3.06
2015-08-10,2024.65,0,9.79,2.19
2015-08-11,2032.81,1.39,10.36,2.2
2015-08-12,2037.29,0.06,7.54,3.06
2015-08-13,2041.12,12.14,6.86,3.04
2015-08-14,2045.43,12.96,7.38,3.07
2015-08-15,2049.93,1.91,7.55,3.05
2015-08-16,2055.47,17.83,8.18,2.65
2015-08-17,2061.82,0.48,8.99,2.63
2015-08-18,2066.35,0.1,7.16,2.62
2015-08-19,2070.22,0,6.92,3.05
2015-08-20,2073.25,2.75,6.06,3.03
2015-08-21,2075.11,3.07,4.47,2.62
2015-08-22,2078.31,0.07,5.84,2.62
2015-08-23,2080.35,2.53,4.67,2.65
2015-08-24,2081.69,13.78,3.97,2.63
2015-08-25,2125.88,99.75,46.37,2.19
2015-08-26,2247.07,4.88,122.97,1.77
2015-08-27,2300.92,2.39,56.04,2.19
2015-08-28,2324.36,0.63,26.51,3.06
2015-08-29,2338.93,0.27,17.62,3.06
2015-08-30,2349.1,4.89,13.24,3.06
2015-08-31,2355.6,0.5,9.83,3.33
2015-09-01,2362.66,6.33,10.41,3.35
2015-09-02,2369.37,11.29,9.78,3.07
2015-09-03,2376.28,4.6,9.12,2.21
2015-09-04,2381.52,0.32,8.32,3.08
2015-09-05,2387.71,14.25,9.28,3.1
2015-09-06,2392.61,6.07,7.97,3.05
2015-09-07,2400.91,0.06,10.93,2.63
2015-09-08,2407.7,0,9.01,2.21
2015-09-09,2413.18,0,8.56,3.08
2015-09-10,2416.6,0,6.74,3.33
2015-09-11,2420.2,5.66,6.67,3.07
2015-09-12,2423.8,7.36,6.68,3.07
2015-09-13,2426.47,0,5.76,3.09
2015-09-14,2428.56,0,5.18,3.09
2015-09-15,2430.28,0,4.78,3.06
2015-09-16,2431.04,0,3.84,3.08
2015-09-17,2432.38,0,4.39,3.06
2015-09-18,2432.77,0,3.47,3.08
2015-09-19,2434.68,0,5,3.09
2015-09-20,2434.88,0,3.27,3.07
2015-09-21,2435.07,0,3.28,3.08
2015-09-22,2434.33,0,2.28,3.04
2015-09-23,2434.14,0,2.89,3.07
2015-09-24,2433.77,0.04,2.72,3.09
2015-09-25,2433.97,0,3.26,3.07
2015-09-26,2433.41,0,2.47,3.04
2015-09-27,2432.09,0,1.72,3.04
2015-09-28,2431.9,0,2.84,3.03
2015-09-29,2430.59,0,1.71,3.03
2015-09-30,2430.97,0,2.57,2.19
2015-10-01,2432.09,62.01,5,3.89
2015-10-02,2434.54,0.02,5.3,2.85
2015-10-03,2435.09,0,4.02,3.47
2015-10-04,2436.4,0,4.78,3.47
2015-10-05,2437.15,0,4.22,3.47
2015-10-06,2435.8,0.03,2.54,3.89
2015-10-07,2435.41,0,3.95,4.34
2015-10-08,2433.12,0.17,2.45,4.74
